FPS:,30
ResolutionHeight:,480
ResolutionWidth:,640

ObjectFound,WebcamRead,GaussianBlur,ColourConversion,SelectMode,InRangeMorphOpsDisplayDirection,TrackFilteredObject,PIDDist,Facendi,PutText,ShowImage,TimeWaitKey
0,6382556,1577250,1636994,178,6890884,681807,81,10496220,668199,1779391,10158479,40355131,
0,5565884,2073913,1432226,209,5960573,585993,44,12596851,587212,1597065,10386945,40860113,
0,4230810,2588790,1347523,193,4844511,772581,183,10454855,558888,1424604,10251851,36542958,
0,5416082,1567098,1494908,178,6648249,665937,180,172302,870139,2181387,10188451,33505842,
0,6553750,2111136,1541188,213,6056937,774835,70,197272,777523,2057439,10386730,33492682,
0,7882150,1826466,1254580,178,5130551,593982,179,204530,825621,1827463,10618821,33511491,
0,25333988,2189539,1614359,176,5652248,571120,67,198586,767919,2144202,10566595,49138717,
0,24972549,2025736,1536491,173,6358236,521916,40,145741,780082,2078286,10502606,49049950,
0,29922494,1900353,2219306,213,5714150,606952,280,218001,843723,1907446,10101936,53547249,
0,25016142,1545282,1631570,197,5686546,669988,75,218646,842345,1966115,10185690,47857335,
0,29935006,1769479,1531222,224,4946490,547147,72,216699,832300,1898629,12505674,54282107,
0,21682930,1553102,1755670,222,6375298,661270,79,210385,622675,1533326,10613185,45101897,
0,29591917,1823259,1934036,164,4874588,566732,142,216851,821327,1509469,10158555,51596742,
0,25611172,1631685,1746118,185,6705003,549380,75,211401,595209,1388410,10928821,49462002,
0,27608045,2739282,1719547,188,6458623,686199,73,215472,579144,1410333,10820680,52341806,
0,24306835,1905611,2264279,203,5134384,550509,66,210476,578210,1391665,10865863,47310715,
0,29134314,1542824,1437181,170,5476733,660039,77,248565,972545,2143997,10443027,52161024,
0,24221394,1866078,1438667,209,5271346,596558,49,162276,692082,1773080,10975226,47090779,
0,28453163,1743936,2057716,233,5856357,549157,75,213078,581533,1335679,10799575,51685564,
0,25473954,1837274,1441231,181,5442684,599937,71,250315,715198,1801824,10220621,47898858,
