FPS:,30
ResolutionHeight:,480
ResolutionWidth:,640

ObjectFound,WebcamRead,GaussianBlur,ColourConversion,SelectMode,InRangeMorphOpsDisplayDirection,TrackFilteredObject,PIDDist,Facendi,PutText,ShowImage,TimeWaitKey
1,5815576,2779968,1855981,164,5234358,1088000,49,10712572,631626,2163741,10204839,40593978,
0,5791693,2564667,1436638,351,6580305,658656,77,105249727,646376,1985933,10900585,135896259,
0,4276202,1826588,1320489,473,5208575,669650,160,100398182,791985,2224057,10815572,127623818,
0,4763594,3795512,2209861,415,5105667,669226,185,94363188,581940,1537491,10872845,123992792,
0,4009349,1736924,1314749,391,5686042,684188,171,195276,951830,2304871,10379335,33477895,
0,4068071,2216859,1370198,167,6944633,676277,166,248724,606637,1504198,10160367,33487935,
0,5893277,3000130,1650510,160,6324386,685139,158,242974,1156458,1618109,10840939,33465790,
0,5331856,1542265,1623683,164,6313876,652394,80,245808,561192,1396110,10143645,33509878,
0,4457382,1503257,1290086,165,4664730,666855,70,254015,587740,1481085,10558618,33526667,
0,5786748,1645614,1864359,322,5334998,699408,82,280091,682345,1930478,10411903,33463479,
0,6073110,2867479,2051601,152,7547794,758358,181,256536,888373,2565687,14702148,37832954,
0,4622974,2666144,1242043,319,5612498,809599,191,240948,931373,3002210,15966138,35217284,
0,4680581,2802390,1347245,176,5263545,706068,74,240878,605486,1567687,10565054,33767466,
0,5720658,2353397,1827560,242,6061421,791086,324,246261,841747,2138284,14624734,34757350,
0,4003147,1922063,1310294,228,6139731,693560,65,249122,567265,1595023,11452571,33459092,
0,5955277,1418902,1934796,190,5796280,693722,66,255877,567680,1530112,11067741,33472234,
0,5975873,1743051,1695888,180,7126147,711789,68,256854,567435,1392667,13347502,33450734,
0,4365331,1451610,1529655,160,7139568,840705,188,301894,792671,1469476,10975903,33505576,
0,4834774,1784935,1915966,185,5673681,720273,73,273912,595280,1440341,10233041,33559469,
0,4783622,1535602,2150989,160,6174658,663650,176,249454,565274,1389705,11081372,33516312,
0,5789633,1539587,1621063,186,7343600,657337,71,238384,573041,1356951,10913738,33488435,
0,4299014,1556730,1608407,182,5897125,734948,79,301134,695073,1688644,10995250,33476359,
0,6156517,2298488,1790798,192,6458738,686020,172,232834,793580,1426616,10959035,33529189,
