ObjectFound,WebcamRead,GaussianBlur,ColourConversion,SelectMode,InRangeMorphOpsDisplayDirection,TrackFilteredObject,PIDDist,Facendi,PutText,ShowImage,TimeWaitKey,,Total,Max,MaxName,Contribution,,FPS(Tracking),Biggest Delay (Tracking),Contribution,Time
1,919043,1230153,977663,80,5481878,761629,70,246489,753464,769915,10848090,,21988474,10848090,TimeWaitKey,49.34%,,45.4783719870692,TimeWaitKey,49.34%,10.84809
1,6491078,1270307,1033507,100,5168163,721094,70,152270383,745689,750038,10797295,,179247724,152270383,Facendi,84.95%,,5.57887139476315,Facendi,84.95%,152.270383
1,948598,1227698,965259,90,5149117,706186,80,229308,757693,1435686,10508707,,21928422,10508707,TimeWaitKey,47.92%,,45.6029166166175,TimeWaitKey,47.92%,10.508707
1,749446,703953,964558,80,5094195,743045,70,238946,745650,715062,10577725,,20532730,10577725,TimeWaitKey,51.52%,,48.7027297392992,TimeWaitKey,51.52%,10.577725
1,1385432,958317,981600,70,5143397,729850,70,255566,743306,718709,10686418,,21602735,10686418,TimeWaitKey,49.47%,,46.290434984274,TimeWaitKey,49.47%,10.686418
1,733216,1200547,964056,100,5167943,728999,70,152084837,768171,742764,10763161,,173153864,152084837,Facendi,87.83%,,5.77521042210181,Facendi,87.83%,152.084837
1,810871,711306,964397,160,5207987,755959,70,248143,752883,726334,11522517,,21700627,11522517,TimeWaitKey,53.10%,,46.0816178260656,TimeWaitKey,53.10%,11.522517
1,1525814,1432319,977161,161,6051429,799200,80,248222,781878,733998,10385748,,22936010,10385748,TimeWaitKey,45.28%,,43.5995624347914,TimeWaitKey,45.28%,10.385748
1,894007,1215225,961762,100,5188511,786286,80,226753,720563,705856,10586794,,21285937,10586794,TimeWaitKey,49.74%,,46.9793742225207,TimeWaitKey,49.74%,10.586794
1,745019,709973,974777,70,5136624,698452,80,155055083,727767,744708,1917844,,166710397,155055083,Facendi,93.01%,,5.99842612095753,Facendi,93.01%,155.055083
