ObjectFound,WebcamRead,GaussianBlur,ColourConversion,SelectMode,InRangeMorphOpsDisplayDirection,TrackFilteredObject,PIDDist,Facendi,PutText,ShowImage,TimeWaitKey,,Total,Max,MaxName,Contribution,,FPS(Tracking),Biggest Delay (Tracking),Contribution,Time
1,1707032,1232477,1110260,90,5164566,1657119,250,268811,739098,388624,10670769,,22939096,10670769,TimeWaitKey,46.52%,,43.593696979166,TimeWaitKey,46.52%,10.670769
1,897322,1220615,988192,70,5403853,1344276,211,251429,745149,754156,10664688,,22269961,10664688,TimeWaitKey,47.89%,,44.9035362028699,TimeWaitKey,47.89%,10.664688
1,977853,1211699,1443010,80,5136474,1386033,221,260525,742925,739248,10950700,,22848768,10950700,TimeWaitKey,47.93%,,43.7660358755448,TimeWaitKey,47.93%,10.9507
1,936896,1254508,968004,70,5207726,1355857,361,311560,789792,738136,10654578,,22217488,10654578,TimeWaitKey,47.96%,,45.0095888428071,TimeWaitKey,47.96%,10.654578
1,7425050,1395041,983403,70,5153445,1348643,231,248453,788108,738276,10356924,,28437644,10356924,TimeWaitKey,36.42%,,35.1646571002858,TimeWaitKey,36.42%,10.356924
1,42977545,1237036,971861,361,5173372,1324199,231,273058,790002,745820,10151561,,63645046,42977545,WebcamRead,67.53%,,15.7121419945238,WebcamRead,67.53%,42.977545
1,47283292,1226035,975869,80,5336086,1360737,441,267138,792698,742193,10580370,,68564939,47283292,WebcamRead,68.96%,,14.5847136245538,WebcamRead,68.96%,47.283292
1,46711213,1212981,971811,170,5176408,1345548,230,272508,767601,762441,10320396,,67541307,46711213,WebcamRead,69.16%,,14.8057543511854,WebcamRead,69.16%,46.711213
1,43374386,1210026,975078,80,6465070,1336271,321,261717,760597,722697,10801613,,65907856,43374386,WebcamRead,65.81%,,15.1726980771458,WebcamRead,65.81%,43.374386
1,45535703,743616,963706,80,5152133,1331001,120,278268,751811,745289,10561516,,66063243,45535703,WebcamRead,68.93%,,15.1370104552694,WebcamRead,68.93%,45.535703
1,46847938,718379,963947,81,5147243,1297949,220,300801,749207,728237,10617570,,67371572,46847938,WebcamRead,69.54%,,14.8430557624513,WebcamRead,69.54%,46.847938
1,43456509,728257,964759,161,5156080,1310953,210,250056,731013,730732,10631426,,63960156,43456509,WebcamRead,67.94%,,15.6347335988361,WebcamRead,67.94%,43.456509
1,47992472,705515,965049,171,5123499,1320832,121,251850,741772,736143,10591361,,68428785,47992472,WebcamRead,70.13%,,14.6137330949249,WebcamRead,70.13%,47.992472
0,46953046,728237,964617,70,5173072,951303,340,215913,742944,720312,10603293,,67053147,46953046,WebcamRead,70.02%,,,,70.02%,
1,44184334,782809,963015,80,5182429,1290185,121,270404,734138,725512,10612410,,64745437,44184334,WebcamRead,68.24%,,15.4451038765867,WebcamRead,68.24%,44.184334
0,47500836,822123,964799,80,5222785,957515,231,211824,721676,788399,10898784,,68089052,47500836,WebcamRead,69.76%,,,,69.76%,
0,46782659,716005,966592,80,5142746,927859,320,220401,725332,706226,10580040,,66768260,46782659,WebcamRead,70.07%,,,,70.07%,
1,44044664,758003,1179769,170,5148817,1284003,321,250747,729600,726454,10576032,,64698580,44044664,WebcamRead,68.08%,,15.4562897671015,WebcamRead,68.08%,44.044664
0,47344634,822012,962904,290,5173452,957534,230,235890,714652,734499,10620065,,67566162,47344634,WebcamRead,70.07%,,,,70.07%,
0,47630098,723749,964107,160,5170658,964648,230,225009,737325,803948,10609114,,67829046,47630098,WebcamRead,70.22%,,,,70.22%,
0,43805338,750729,964127,71,5192108,967434,230,234176,731944,730381,10643277,,64019815,43805338,WebcamRead,68.42%,,,,68.42%,
0,47776722,724821,962424,160,5171018,951333,341,7617388,726113,775916,10605287,,75311523,47776722,WebcamRead,63.44%,,,,63.44%,
0,40326263,750329,965118,261,5160278,535008,231,77343048,711506,742443,10570635,,137105120,77343048,Facendi,56.41%,,,,56.41%,
0,760518,743836,964668,70,5229006,448186,231,78923022,716515,748525,10502265,,99036842,78923022,Facendi,79.69%,,,,79.69%,
0,789412,703652,964408,70,5215151,437716,120,78976995,712208,763082,10483891,,99046705,78976995,Facendi,79.74%,,,,79.74%,
0,760026,733969,965861,60,5106879,441353,330,78891564,722106,789441,10514598,,98926187,78891564,Facendi,79.75%,,,,79.75%,
1,738988,732044,978484,90,5192298,680318,70,259885,711696,742624,10791463,,20827960,10791463,TimeWaitKey,51.81%,,48.0123833539146,TimeWaitKey,51.81%,10.791463
1,818967,843652,964488,70,5223816,696108,70,229718,805742,723589,10290030,,20596250,10290030,TimeWaitKey,49.96%,,48.5525277659768,TimeWaitKey,49.96%,10.29003
0,1599983,1487163,968876,160,5287105,456441,90,233986,805281,732095,11109056,,22680236,11109056,TimeWaitKey,48.98%,,,,48.98%,
0,6251371,1395401,981920,161,5218005,482289,91,236080,809619,741031,10776987,,26892955,10776987,TimeWaitKey,40.07%,,,,40.07%,
0,47185318,1215756,978053,80,5152905,454087,70,232774,805772,713590,10633009,,67371414,47185318,WebcamRead,70.04%,,,,70.04%,
0,47499223,719691,965299,70,5181588,444348,110,76307269,743155,738036,10661321,,143260110,76307269,Facendi,53.26%,,,,53.26%,
0,780184,714051,965018,180,5143948,821792,100,80223448,748135,744447,10414010,,100555313,80223448,Facendi,79.78%,,,,79.78%,
0,924994,1209765,983123,81,5223536,445971,70,80462602,730692,741352,10408049,,101130235,80462602,Facendi,79.56%,,,,79.56%,
0,779343,715373,977652,160,5257399,535278,70,80115607,751581,741663,10669928,,100544054,80115607,Facendi,79.68%,,,,79.68%,
1,961412,1268334,989995,70,6674140,1323426,70,269702,741141,1182815,10285851,,23696956,10285851,TimeWaitKey,43.41%,,42.1995128825829,TimeWaitKey,43.41%,10.285851
1,989334,1766452,1316514,71,5172682,978994,231,262440,790964,732205,11058472,,23068359,11058472,TimeWaitKey,47.94%,,43.349420736863,TimeWaitKey,47.94%,11.058472
1,854523,724059,965589,80,5603304,813677,70,228606,736893,792407,10712567,,21431775,10712567,TimeWaitKey,49.98%,,46.6596910428558,TimeWaitKey,49.98%,10.712567
1,986208,1227268,974737,70,5279961,707629,110,213288,791625,700266,10731292,,21612454,10731292,TimeWaitKey,49.65%,,46.26961843389,TimeWaitKey,49.65%,10.731292
1,43993450,745188,962504,70,5181297,832893,70,238194,786826,727797,10300759,,63769048,43993450,WebcamRead,68.99%,,15.6815889740113,WebcamRead,68.99%,43.99345
1,46661160,706466,964077,70,5187078,920757,80,269582,794862,734198,10348278,,66586608,46661160,WebcamRead,70.08%,,15.0180348576999,WebcamRead,70.08%,46.66116
0,44209712,705525,964067,171,5173833,737665,411,280974,818215,727486,10540907,,64158966,44209712,WebcamRead,68.91%,,,,68.91%,
1,47946718,715804,964879,171,5167011,920325,71,229578,776307,734159,10575351,,68030374,47946718,WebcamRead,70.48%,,14.6993165141206,WebcamRead,70.48%,47.946718
0,39671172,715123,964297,150,5449857,765457,100,236060,770056,741031,10564351,,59877654,39671172,WebcamRead,66.25%,,,,66.25%,
0,43728113,708851,962855,151,5166109,616088,220,202588,798158,726915,10591701,,63501749,43728113,WebcamRead,68.86%,,,,68.86%,
1,24027385,708731,964217,100,5733016,883737,310,219800,804489,726454,10579579,,44647818,24027385,WebcamRead,53.82%,,22.3975111168927,WebcamRead,53.82%,24.027385
0,19334888,709732,964037,90,5211884,688444,70,224358,789342,1028938,10506583,,39458366,19334888,WebcamRead,49.00%,,,,49.00%,
1,23831740,711637,964077,161,5158915,907752,70,255336,779974,727416,10669506,,44006584,23831740,WebcamRead,54.15%,,22.7238724096376,WebcamRead,54.15%,23.83174
1,19779978,711175,964678,160,5194712,923601,70,259133,772520,723839,10228965,,39558831,19779978,WebcamRead,50.00%,,25.2788056350806,WebcamRead,50.00%,19.779978
1,20148285,704082,1085773,70,5207126,1006115,90,230760,789722,733026,10389936,,40294985,20148285,WebcamRead,50.00%,,24.8169840490076,WebcamRead,50.00%,20.148285
0,23981889,707879,964878,160,5172201,725292,230,218217,766599,721164,10381059,,43639568,23981889,WebcamRead,54.95%,,,,54.95%,
1,20305136,865754,963246,161,5160298,987791,80,222455,806834,728177,10226551,,40266483,20305136,WebcamRead,50.43%,,24.8345503628911,WebcamRead,50.43%,20.305136
1,23952975,705455,963817,70,5200724,945202,80,223327,784782,762722,10334322,,43873476,23952975,WebcamRead,54.60%,,22.7928145014085,WebcamRead,54.60%,23.952975
1,19937803,832903,964378,160,5182620,922910,70,224057,772781,726924,10677621,,40242227,19937803,WebcamRead,49.54%,,24.849519386688,WebcamRead,49.54%,19.937803
1,23607331,707920,963105,70,5809288,952184,70,220521,787037,764375,10386018,,44197919,23607331,WebcamRead,53.41%,,22.6254996304238,WebcamRead,53.41%,23.607331
1,19283432,707769,963997,100,5187219,916218,80,222104,731603,732716,10604515,,39349753,19283432,WebcamRead,49.01%,,25.4131201280984,WebcamRead,49.01%,19.283432
1,19963850,714061,964498,160,5176448,1021424,70,221202,747613,840126,10619713,,40269165,19963850,WebcamRead,49.58%,,24.8328963364401,WebcamRead,49.58%,19.96385
0,23495583,715945,962725,160,5208028,800953,101,237914,758093,724250,10282645,,43186397,23495583,WebcamRead,54.41%,,,,54.41%,
1,20413458,705074,964598,80,5148646,989584,81,241010,731513,731213,10852949,,40778206,20413458,WebcamRead,50.06%,,24.5229032390488,WebcamRead,50.06%,20.413458
1,23567957,738496,964949,160,5210642,989474,71,238935,735090,723999,10626256,,43796029,23567957,WebcamRead,53.81%,,22.8331203269593,WebcamRead,53.81%,23.567957
1,19609669,706747,961733,90,5225629,1421840,90,225460,780395,727326,10917669,,40576648,19609669,WebcamRead,48.33%,,24.6447168331894,WebcamRead,48.33%,19.609669
1,18968676,709252,1100060,290,5227824,1016014,70,221543,762180,743296,10430733,,39179938,18968676,WebcamRead,48.41%,,25.523266524822,WebcamRead,48.41%,18.968676
1,23928530,713340,964457,171,5180125,1066228,70,211404,738166,726645,10318863,,43847999,23928530,WebcamRead,54.57%,,22.8060578089322,WebcamRead,54.57%,23.92853
1,20004826,908002,968064,70,5207606,1003410,80,212245,777750,729690,10330725,,40142468,20004826,WebcamRead,49.83%,,24.9112735171141,WebcamRead,49.83%,20.004826
1,23799278,706176,965509,70,5165187,976179,70,225741,771348,723037,10773069,,44105664,23799278,WebcamRead,53.96%,,22.6728249686934,WebcamRead,53.96%,23.799278
0,19740574,839756,963897,151,5159717,745901,70,223818,773281,723168,10628720,,39799053,19740574,WebcamRead,49.60%,,,,49.60%,
1,23671192,706557,964357,160,5240147,981299,100,219790,797015,2478469,10731132,,45790218,23671192,WebcamRead,51.69%,,21.8387254675223,WebcamRead,51.69%,23.671192
1,17955396,709923,962484,70,5248112,909054,201,228196,762040,888636,10756088,,38420200,17955396,WebcamRead,46.73%,,26.0279748673875,WebcamRead,46.73%,17.955396
0,19391523,701046,963957,170,5187078,722747,70,243284,759205,746652,10636856,,39352588,19391523,WebcamRead,49.28%,,,,49.28%,
0,24034428,715304,963345,320,5249233,745890,101,239446,764194,730412,10808446,,44251119,24034428,WebcamRead,54.31%,,,,54.31%,
1,20180075,705014,963737,80,5148957,847550,230,200774,858620,725051,10721363,,40351451,20180075,WebcamRead,50.01%,,24.782256281193,WebcamRead,50.01%,20.180075
1,23266987,705485,964408,70,5198509,865073,230,237112,754707,730101,10668595,,43391277,23266987,WebcamRead,53.62%,,23.04610670942,WebcamRead,53.62%,23.266987
1,19849267,702138,964929,170,5238894,926938,71,218287,762792,711266,10683523,,40058275,19849267,WebcamRead,49.55%,,24.9636311099267,WebcamRead,49.55%,19.849267
0,19757646,1203904,967212,70,5225580,757122,90,240388,757552,728658,10760917,,40399139,19757646,WebcamRead,48.91%,,,,48.91%,
1,23333460,703291,965350,161,5173473,1048084,221,212737,763063,744027,10658146,,43602013,23333460,WebcamRead,53.51%,,22.9347209267609,WebcamRead,53.51%,23.33346
1,19689489,794030,1143271,251,5731392,961872,80,232964,752463,723268,10230950,,40260030,19689489,WebcamRead,48.91%,,24.838530920121,WebcamRead,48.91%,19.689489
1,23460257,714923,961512,161,5199611,973484,70,226462,780595,731483,11120798,,44169356,23460257,WebcamRead,53.11%,,22.6401308635788,WebcamRead,53.11%,23.460257
1,19115078,870773,966752,70,5207677,1044157,70,215392,743916,727756,10665609,,39557250,19115078,WebcamRead,48.32%,,25.2798159629398,WebcamRead,48.32%,19.115078
1,23492447,707619,964818,150,5257349,992881,70,232663,737435,738647,10482638,,43606717,23492447,WebcamRead,53.87%,,22.9322468829745,WebcamRead,53.87%,23.492447
1,19937242,706156,963065,160,5409733,999643,91,226723,763844,729580,10615116,,40351353,19937242,WebcamRead,49.41%,,24.7823164690413,WebcamRead,49.41%,19.937242
1,19374832,703221,963475,161,5143066,883667,220,220641,774213,734169,10606038,,39403703,19374832,WebcamRead,49.17%,,25.378325483775,WebcamRead,49.17%,19.374832
0,23957884,710895,964628,80,5379076,807324,230,209801,759967,727055,11102804,,44619744,23957884,WebcamRead,53.69%,,,,53.69%,
0,19292910,761339,962294,90,5139119,781917,70,224960,785063,930003,10622930,,39500695,19292910,WebcamRead,48.84%,,,,48.84%,
0,23748887,741432,962925,70,5196305,812564,70,215952,772439,742134,10638429,,43831207,23748887,WebcamRead,54.18%,,,,54.18%,
1,19839669,703751,962925,80,5660420,1023568,220,215943,775846,725683,10598875,,40506980,19839669,WebcamRead,48.98%,,24.6871033091087,WebcamRead,48.98%,19.839669
0,19273553,878137,1046020,90,5219298,852249,70,236962,757051,731603,10572416,,39567449,19273553,WebcamRead,48.71%,,,,48.71%,
1,23696216,708711,962934,80,5189092,1129926,100,225541,767039,748455,10578247,,44006341,23696216,WebcamRead,53.85%,,22.7239978893042,WebcamRead,53.85%,23.696216
1,19657169,708340,964898,90,5131754,1004312,80,230911,761409,751050,10625185,,39835198,19657169,WebcamRead,49.35%,,25.1034273759603,WebcamRead,49.35%,19.657169
1,23865953,702560,962685,161,5241980,988162,70,243704,767371,734038,10560443,,44067127,23865953,WebcamRead,54.16%,,22.6926525071625,WebcamRead,54.16%,23.865953
1,19655656,991739,964758,160,5249986,953888,80,236861,738988,728267,10647004,,40167387,19655656,WebcamRead,48.93%,,24.8958190882569,WebcamRead,48.93%,19.655656
1,23425172,712267,964859,80,5268269,980507,70,232874,744668,725182,10563168,,43617116,23425172,WebcamRead,53.71%,,22.9267794780379,WebcamRead,53.71%,23.425172
1,19826464,705996,963305,70,5266245,984245,101,241020,759515,727837,10577184,,40051982,19826464,WebcamRead,49.50%,,24.9675534159583,WebcamRead,49.50%,19.826464
0,19674973,704864,963996,170,5144830,743195,70,255836,764855,721685,10436823,,39411297,19674973,WebcamRead,49.92%,,,,49.92%,
1,24277400,702840,964037,151,5146292,877847,241,233886,743787,726434,10277786,,43950701,24277400,WebcamRead,55.24%,,22.7527656498585,WebcamRead,55.24%,24.2774
1,20304384,734178,964057,160,5177280,854783,70,245638,738487,846888,10553019,,40418944,20304384,WebcamRead,50.23%,,24.7408739822594,WebcamRead,50.23%,20.304384
0,23699784,734419,964467,90,5158665,636877,331,251278,798618,748475,10634241,,43627245,23699784,WebcamRead,54.32%,,,,54.32%,
0,20070411,713550,964708,150,5700665,627840,211,232053,792647,731102,10683383,,40516720,20070411,WebcamRead,49.54%,,,,49.54%,
0,15506342,1968890,978334,60,5260465,590210,80,232313,777509,786055,10655040,,36755298,15506342,WebcamRead,42.19%,,,,42.19%,
0,22904080,726043,965810,70,5208969,655933,101,78872138,793058,758864,10546168,,121431234,78872138,Facendi,64.95%,,,,64.95%,
0,976831,1606975,978133,490,5149639,515150,80,81709546,751831,740541,10565693,,102994909,81709546,Facendi,79.33%,,,,79.33%,
1,767120,748164,975689,291,5296121,703702,80,166057452,730963,736322,10625104,,186641008,166057452,Facendi,88.97%,,5.35787933592815,Facendi,88.97%,166.057452
0,763313,749096,965159,101,5525098,457112,80,248233,727646,729640,11031372,,21196850,11031372,TimeWaitKey,52.04%,,,,52.04%,
0,781737,774264,978775,90,5312642,456891,70,239797,778080,760848,10563960,,20647154,10563960,TimeWaitKey,51.16%,,,,51.16%,
0,944710,2169554,1090683,210,5170557,445390,80,231792,765878,701888,10710674,,22231416,10710674,TimeWaitKey,48.18%,,,,48.18%,
0,748605,709963,965058,300,5325506,472841,80,76602740,759615,745629,10693892,,97024229,76602740,Facendi,78.95%,,,,78.95%,
