FPS:,90
ResolutionHeight:,480
ResolutionWidth:,640

ObjectFound,WebcamRead,GaussianBlur,ColourConversion,SelectMode,InRangeMorphOpsDisplayDirection,TrackFilteredObject,PIDDist,Facendi,PutText,ShowImage,TimeWaitKey,Frame,MorphOps,DisplayDirection
1,105938,156,9441539,2500,8360957,8048663,156,1273292,4002327,8310175,25650117,90595623,25036934,3542,
1,127865,260,11236139,729,8519969,7236885,156,1210531,4012378,7950225,25329645,90957136,25044851,1667,
1,99480,156,10394464,885,8527626,8409499,1354,1292824,3918211,8175434,25546157,91608391,24955579,1510,
1,50521,156,6529796,365,8204028,7827515,156,1234803,4491549,10669935,20699605,85656621,25338968,2917,
1,171720,208,3620500,469,9338153,7074800,312,1375116,4463215,11087387,21014711,86475533,27603309,2344,
1,141563,156,3562687,625,8501896,5876874,157,1132770,4057379,11168585,20358664,82134558,26959919,1146,
1,216720,156,3731021,469,8931535,7948245,156,1264907,3887637,8879452,20869971,82390186,26331580,2084,
1,126772,157,6235679,6042,8597001,7400480,157,1501315,4268734,11278222,20199235,86791578,26653197,1041,
1,122136,156,6597088,573,8415281,6285887,156,1298553,4282381,11482650,21248828,86189437,25945171,3178,
1,354482,156,3916961,364,8730388,7715430,157,1125062,3889096,11245409,20286789,83848688,26320330,833,
1,69792,156,3284194,521,7791733,8022100,156,1287927,4178525,7903505,20620489,78981980,25419124,2813,
1,223023,156,3880919,885,8481687,5931666,156,1190063,4380298,11594578,20514030,83389570,26667624,1042,
1,290106,156,4217901,312,8561376,7061050,104,1038863,3772377,9879929,20468196,81987735,26424289,4584,
1,70105,157,3397893,469,7696056,7969078,156,1220791,4058941,7870849,20783928,79107137,25702200,2136,
1,168231,104,3865658,573,8509969,5882498,208,1153031,4089983,11777601,20591427,82903106,26505591,677,
1,248596,209,5080720,885,8580854,7418761,104,1156885,3887690,9072265,20402414,83352640,27119399,1771,
1,190783,105,8392728,364,10024461,8433874,261,1280480,4171650,8614657,20165172,87697990,25993556,5781,
1,176772,157,5985832,677,8366738,7436782,208,1598347,4191286,11533537,21096743,87153767,26254183,781,
1,185105,157,5886196,1146,8271009,6227709,156,1141104,4240245,11579266,21017107,84989530,26025431,2657,
1,288856,156,10333630,573,9586540,6109791,157,1140218,4040763,11887914,20210225,89922280,25938660,834,
1,217449,156,8763929,468,8608875,6191407,208,1136312,3674667,11203168,20484603,87221111,26668718,4063,
1,80209,105,5442859,781,7890693,9432008,208,1125114,3595447,8047516,23639838,85076509,25558917,4479,
1,124064,156,8871014,573,8950857,8752679,312,1176729,3821699,8140486,20482780,85623285,24892922,2657,
1,161408,104,8044288,469,7846421,6797558,209,1466836,4005712,11115095,20266007,85073801,24864067,833,
1,151720,104,6083594,677,7925380,7014851,156,1146260,3615083,10426027,20705907,82766906,25430009,3594,
1,96095,156,5085929,521,7528398,7594336,208,1214021,3747897,7845172,20567833,78874685,24828858,3438,
1,167502,364,6392398,1198,8075485,6293126,416,1216104,3876127,11496765,20350538,83276701,24900108,781,
1,247606,156,8140122,1145,8045173,6953965,208,1150218,3605812,9748104,20942053,84501764,25389071,1615,
1,80990,156,8926587,313,7611419,7695847,156,1098499,3755970,8037568,22569984,85300833,25145944,6146,
1,97396,104,11287596,729,9438623,7378813,156,1252042,3876647,8011995,24580106,91011663,24696356,1771,
1,117970,156,7743816,364,7950589,7501054,156,1162458,3856335,9964096,21040128,85031143,25182038,990,
1,151303,157,7930380,521,11854997,7889494,156,1249959,3901387,10319150,20782522,89522014,25021984,886,
1,160886,156,4946136,781,7858921,6112709,156,1175062,3930971,10988896,20701322,81470904,25189902,2187,
1,317294,156,5456974,938,7856995,7215843,104,1141416,3737532,8984244,20331528,80613449,25252976,990,
1,145886,156,5197128,417,7623606,6736047,156,1233501,4017951,10446912,21147107,81919971,24930942,1562,
1,201616,157,4962073,886,7953454,7058602,156,1191416,3788731,10362745,20887887,81598822,24960473,886,
1,75678,156,5136034,572,7496314,7432459,625,1219906,3871751,7881369,20190017,78697495,24914431,7239,
1,135105,156,5316973,937,7777202,5990259,156,1170062,4074618,10681393,20367622,81201579,25122767,886,
1,204897,156,6186459,1250,8104913,7372615,156,1149801,3725397,8065016,23130822,83824516,25311569,1823,
1,91042,104,5263378,364,8197935,8257414,157,1171260,3838158,10196180,20860855,83753162,25310476,4063,
1,144741,104,5711767,573,7741211,7147196,157,1274595,4424933,10567798,20953929,84187228,25435633,2083,
1,113907,104,5415879,677,7691836,6006822,156,1233917,3679041,10667539,20581894,80813397,25198861,886,
1,87813,156,5008897,416,7432980,7377094,469,1124853,3855085,7826525,20383664,78429418,25013703,2239,
1,226616,105,5691350,1771,7975068,7644857,157,1250427,3736542,8154913,21893624,81809499,24904952,1146,
1,135210,156,3402321,417,8104236,6214063,157,1409596,4096441,10747123,20949710,80823501,25359539,2604,
1,180678,157,3887949,573,8061631,6971778,104,1086519,3736906,10848270,20568613,80930169,25338862,1562,
1,73906,208,3479144,261,7573085,7815432,364,1263500,3853209,7901994,20997210,78120718,24843389,2604,
1,184742,156,3983211,1041,7828348,5841717,156,1218083,3860919,11073792,20636374,79976671,25041776,781,
1,245106,105,4224932,730,8040016,7324125,156,1199489,3601437,8076319,23567857,81526736,24944170,2709,
1,95001,105,6691515,573,8211736,7297094,157,1144176,3742167,10236181,21016481,83948528,25094329,1250,
1,215054,156,5203430,3073,7806369,6047343,156,1140583,3976076,10726706,20296943,80803656,24943024,1354,
1,296200,156,5229836,1302,7912880,7077612,156,1092562,3627166,8653615,21189607,80701676,25326361,729,
1,138022,104,10892020,729,8627417,7493762,156,1198239,3959460,8538822,25042452,90938638,24708647,5052,
1,130157,156,11942914,573,8756845,7383917,208,1164958,3984253,7913193,21099242,87385535,24715522,937,
1,151043,157,5188273,1615,7783973,6933914,157,1239333,4260921,10311807,20854813,82179657,25010317,885,
1,359534,156,5364212,1146,7711108,6754901,156,1144854,3745918,9150651,21367317,81226367,25251048,1614,
1,118907,156,6770162,2188,8440072,7943453,156,1273501,3937638,8043090,21087783,83457740,25205787,7760,
1,168126,104,5972186,834,7781837,7051726,313,1230479,4226442,10468787,20619498,83519720,25300579,1042,
1,243543,365,5939582,937,7826368,6548025,157,1204073,3841283,10926395,20235381,82702526,25543551,989,
1,69219,157,5038481,365,7488397,7449230,469,1214958,3924877,7752149,20851323,79396612,25138026,1875,
1,88282,156,9817636,468,7949599,5971405,156,1043550,3847636,10636289,20214079,84807961,24747971,2083,
1,213283,156,6005988,1979,7978193,7155738,156,1157458,3701282,8658251,20951844,81886165,25598499,1719,
1,187293,104,7528501,677,8559761,8520906,156,1192302,3819043,8112777,20491163,84472748,25458862,2240,
1,160366,156,8192153,521,7970328,7047091,208,1349594,4049670,10359098,20566477,85355880,24953388,885,
1,138856,156,5383223,677,8004443,6004842,156,1087145,3775136,11054677,20508976,81734964,25390268,2656,
1,83282,156,4936083,312,7522876,7675690,156,1335845,3827324,8300175,21056221,80272660,25010889,1458,
1,147397,156,14610176,1042,8125329,8273924,365,1182354,3820501,9167682,20307724,90855979,24736095,2136,
1,195835,157,5421712,3281,7880119,6221303,156,1205010,3727427,10755925,20672207,81294960,24949847,990,
1,71668,156,5009261,365,7516991,7279541,156,1190323,3815710,8079444,20699342,79243381,25072660,8698,
1,172189,105,5775622,782,7853817,6251407,156,1221677,3952898,10480766,20872885,82459814,25050993,1250,
1,237554,416,6287293,416,7760274,7282145,312,1202614,3719303,8570906,21137106,82123561,25473549,1719,
1,147345,156,5609110,4219,7809024,7177404,625,1274751,4272900,10295868,20992522,83419927,25146776,1250,
1,156668,156,5368067,573,7861786,6623546,157,1129281,3754511,10378318,20505590,81524077,25393601,3385,
1,67917,104,5022074,521,7440688,7466365,156,1208239,3894668,7842931,20691425,79223901,24999482,1667,
1,150158,156,5703694,834,7752566,6020936,156,1241730,3999461,10910509,21030334,82619293,25153182,990,
1,244377,417,6102812,729,8037151,6958913,156,1115010,3743209,9290027,22098104,83457738,25437038,1823,
1,84636,156,4896187,365,7537512,7386834,469,1218135,3945867,7873764,20991792,79155201,24803804,3177,
1,138960,157,5649006,990,7737982,6094426,156,1185947,4162015,10820300,20665070,82250175,25037556,886,
1,310263,156,5455931,313,7741784,7331104,260,1172562,3736385,9380184,20677310,81266521,25179172,2136,
1,75991,156,6600524,1041,8224341,9113879,156,1157197,3891283,8182101,20958042,84343839,25520163,2187,
1,156095,156,5919529,729,7797983,7206363,416,1202719,4259255,10602017,20901167,83959668,25254328,3281,
1,183126,104,5592027,573,7772097,6077603,156,1067561,3742063,10540871,20933771,81922152,25626883,1355,
1,70469,208,5277441,521,7455636,7221832,156,1177354,3832012,8008349,20521893,79142752,25061462,3958,
1,163179,156,4890614,990,7654232,6933496,156,1219333,4046753,11045823,20813769,82676481,25494174,2188,
1,169846,156,6726724,521,8249132,7014226,365,1157353,3871647,9403100,20502361,82889400,25236047,2396,
1,93491,156,5470775,521,7539647,7949077,157,1226000,3811022,8032100,20456892,79948072,24945107,1927,
1,161147,729,5291555,1146,7642461,6461825,156,1116989,3965606,10752851,21096897,81932099,25113806,1406,
1,190366,156,5980311,1198,7924286,7117508,156,1199020,3735188,8968201,22412221,83001638,25184275,2292,
1,153231,156,6759692,729,8628927,8108871,312,1196364,3830032,8272517,25782405,88302881,25108806,5833,
1,82241,156,5130773,312,8021786,8114651,157,1241209,3880919,10197273,20596528,83447111,25565164,1823,
1,150991,156,5236085,625,7696471,5998749,364,1096988,3877793,10877904,21134137,81329749,24948127,2448,
1,276721,157,5744006,1146,7986265,7510428,157,1192874,3752532,8338664,21524609,81927723,25255630,2136,
1,103803,156,9557789,573,8508093,8559864,157,1188603,3854668,8125954,21092991,86594117,25218494,9687,
1,173283,104,5790154,729,7730951,7305218,208,1290011,4210087,10874206,20956219,83983626,25188077,1406,
1,144428,104,6736098,364,7724388,5927602,156,1128863,3836074,11156240,20681112,82670386,25001878,885,
1,216148,156,7294332,989,7692930,7393969,156,1116051,3739510,8641323,21705444,83720707,25561570,1562,
1,187918,104,8651844,417,8576895,8759553,156,1256052,3833834,8740699,20980906,86398229,25022139,4428,
1,158490,156,6692453,469,7775795,7301728,156,1301365,4176910,10719414,20331682,83986490,25128076,938,
1,177710,364,6400315,521,7787982,6152031,156,1108707,3749042,11215564,20778821,82957522,25213338,937,
1,196304,156,8034078,521,7950484,7951629,156,1222354,3756855,8525697,21972997,84978007,25054846,2344,
1,96251,156,9985345,573,8588509,9169921,157,1214125,3827480,8507259,20800227,87641103,25050627,7500,
1,185991,104,13931628,677,9201588,7952203,156,1228552,3865657,7873191,20402672,89916018,24879116,4011,
1,165835,156,5440619,1094,7629544,6020364,208,1131677,3957012,10865248,20324181,80750263,24900210,1615,
1,170210,156,8644448,416,7807930,7703658,209,1154437,3715865,8836221,21484764,84896028,25079430,1615,
1,102293,157,10896758,677,8599708,8199340,156,1188864,3869928,8251111,20312671,86862190,25063752,4896,
1,168439,156,5325930,677,7693555,6733338,157,1258031,4167014,10772852,20557152,82947886,25827353,677,
1,280054,312,5833174,417,7705638,6007030,208,1081260,3744667,9040545,20741008,79766610,25002450,677,
1,90313,261,4996605,625,9001430,8048766,157,1204021,3935762,7893400,20441214,81232455,25158961,1093,
1,174168,104,7476470,365,7805899,7052247,833,1419178,4239671,10960248,20518246,85971609,25852354,10313,
1,196669,104,3716333,260,8091943,6157969,156,1075946,3744563,9828260,21031896,79876715,25790426,729,
1,96355,156,5134887,313,7588345,6073332,156,1106572,3786646,7984911,20811113,77775550,24927814,1094,
1,166668,105,8885231,1771,7837982,6297032,104,1161051,3796906,8272309,21031427,82135951,24494112,1042,
1,85000,157,5182960,417,7812045,6336668,156,1079748,3624874,8389341,20260014,77704976,24677916,3177,
1,100261,157,8001057,312,7736732,6201719,156,1136728,3675917,8169027,21003510,80745679,24519998,1145,
1,93959,156,5207856,364,7748658,5933540,208,1194021,3686750,8415904,20821529,78005656,24703645,1041,
1,78021,105,10694257,365,7732305,6201094,156,1072457,3620291,8360852,21076375,83644348,24628332,1563,
1,78595,104,5166710,416,7711836,6280730,156,1165530,3617009,8219757,21067417,78247897,24724739,1979,
1,93022,156,7466000,365,7776264,6390835,156,1111780,3675968,8467571,20871374,80612292,24550571,1042,
1,118282,104,7922619,469,7729128,6234375,156,1129228,3646698,8255225,20946947,80689584,24505935,989,
1,92500,157,8061786,834,7791003,6350314,157,1129645,3665395,8249601,21021166,81077036,24500570,1198,
1,83855,104,5224835,469,7752305,6087395,156,1122926,3788001,8188871,20103971,77316327,24720416,2292,
1,97501,156,5058793,416,7626470,6044635,157,1139437,3777636,8208663,20988249,77842946,24704426,1146,
1,108022,156,8078141,365,7712982,6409950,157,1164176,3754615,8473925,21091218,81555216,24547759,1355,
1,90365,104,9794300,260,7774857,6379012,156,1141833,3778886,8311997,21021531,83018040,24520466,1771,
1,92137,156,12190987,729,9870604,6213906,156,1173812,3803053,8000432,20827414,87373129,24891771,2916,
1,183543,156,7010579,417,7804180,6189323,156,1100269,3944825,11655983,21069760,85006859,25818550,3021,
1,97032,157,5502702,1041,7737460,6063801,156,1164020,3776386,7842930,20179023,77354503,24764947,1302,
1,115522,104,5717860,313,7861993,6138281,156,1148707,3798365,7896316,20767726,78394095,24728801,937,
1,87397,104,5116814,313,7657877,6091978,156,1155218,3810188,7898764,20771893,77861122,25059325,1979,
1,106564,104,5647391,365,7808607,5975623,156,1126988,3910189,8091265,23699209,81474589,24865001,885,
1,95314,156,5303066,677,8015536,7125477,157,1202614,4575091,10370348,20176419,83832057,26218917,1094,
1,89636,156,5346972,261,7782565,6152396,156,1127458,3831282,8077724,20752935,78148989,24779322,833,
1,76927,156,5096866,312,7705481,6212031,156,1186207,3820970,7921838,20976790,78078520,24873646,2448,
1,77969,104,5202856,417,7704700,6028280,261,1235479,3817793,7942150,23652230,80857240,24983699,834,
1,113386,157,4675195,313,7782357,6385939,364,1355532,4357381,11412700,20519287,83299865,26172876,990,
1,76719,156,3141068,417,7890118,5933591,156,1126051,3799823,7946160,20406161,75354224,24859218,1198,
1,78073,157,3217110,260,7704804,5842861,156,1075999,3857637,7976472,20831528,75636831,24860104,3907,
1,89584,156,3526800,572,7664803,5945362,156,1143291,3804720,8427883,20406421,76050793,24839375,1146,
1,78022,157,3339663,364,8631530,5834476,261,1147666,3872012,8326527,20599703,78024351,25874019,886,
1,74479,157,3252475,313,9136743,6148906,208,1296209,3847793,8715802,20260170,78721023,25734278,2083,
1,72657,156,3259142,313,8645489,6174010,208,1094541,3787063,8444237,20269805,77761223,25734538,3958,
1,90990,156,3396487,573,8382883,6092603,208,1181364,3824563,8018192,20794966,77647264,25588652,937,
1,74063,157,3265756,312,8737521,6217188,156,1219020,3754146,8207308,20686683,78047476,25627246,833,
1,78542,156,3392425,416,8316111,6200208,156,1197822,3794719,8084703,21065384,78300707,25898394,938,
1,96615,156,3217892,365,8394081,6055207,156,1191260,3808626,8080536,20118450,76896633,25646569,3958,
1,104219,104,3256746,364,8383821,6139322,156,1166104,3872428,8191475,20829237,77999246,25759903,1406,
1,96095,156,3448154,365,8412727,6041093,208,1158656,3845709,8099443,20939706,77990444,25640631,885,
1,91563,157,3256173,417,8437154,6067446,156,1186781,3852845,8148766,20906946,77900183,25668028,1146,
1,87189,156,3235808,469,8299288,5994633,209,1147562,3797584,8178558,20140064,76796422,25618860,2605,
1,102188,157,3294038,417,8424550,6133281,156,1074644,3898835,8197881,24807915,82048914,25837612,1042,
1,130522,365,3423570,573,8387310,7709492,417,1441001,4130451,10585453,20738506,83507989,26431575,1146,
1,176095,104,3284506,417,8484029,6284271,157,1160948,3935554,12161352,20922206,82929650,26170843,1302,
1,265263,156,5124053,885,8595280,6240521,260,1138499,3871231,9207212,20569339,81882402,26573451,3437,
1,103178,156,3324195,573,8431424,8532832,156,1208551,3988158,8023869,20547984,80612704,26091364,1511,
1,200991,156,3750656,990,7929546,6212604,261,1093499,4293525,11032019,20430171,81653129,26409022,1250,
1,175992,157,3508154,469,8734604,7074903,209,1378710,3686801,8979762,20786788,81114635,26568190,729,
1,88959,156,7148550,729,9433151,8911845,417,1170843,3922741,8454185,21232365,87263906,26152978,7656,
1,198022,365,3763416,521,7957983,6587399,156,1184385,4066961,12018642,20582255,83452155,26618399,990,
1,327295,156,5494265,521,8995544,5976821,157,1346886,4238056,12531407,20974967,88504385,28083463,886,
1,249221,156,4250192,521,9322890,6277553,156,1136937,3872949,11047905,20121991,84695759,28125078,1042,
1,86980,104,3270809,729,9017523,7330478,156,1154541,3793781,8675437,20887570,82002298,27402572,3073,
1,157658,156,3379142,2032,8643301,7029641,312,1629493,5239783,10403420,20730433,86992860,29026283,989,
0,150783,105,3595342,625,8363611,5347544,208,1178239,4631966,13018963,20604755,85067062,27536115,1198,
1,385108,208,5892081,573,8871324,6052863,157,1205948,4782071,12447083,21070800,90633516,28604301,885,
1,9193566,156,4765560,469,7548396,6570680,156,1256782,3949408,10671287,20192252,90034239,25439586,3490,
1,252190,156,3408049,937,8466164,6791150,260,1142457,3790136,12324842,21021373,83655957,25894904,3646,
1,81928,157,3275913,677,9479715,7058861,157,1185479,3727218,7914598,20332097,78330079,24936301,1198,
1,138908,104,3629509,573,11242802,8226631,156,2045694,4781654,10497118,20854862,89820488,27844451,938,
1,159897,156,4067899,313,7984910,7174696,156,1348761,4807852,11187177,20302356,87836356,29828061,1823,
1,126928,156,3284037,885,7821784,6635055,156,1129436,3980189,16119874,20442775,86897026,26841421,886,
1,213075,105,3544821,729,8967471,7704335,157,1354543,3919199,11008269,21160540,88906105,30695568,1042,
1,169168,157,9625184,364,8499289,5787028,156,1097249,3815449,11328219,20629598,87330049,26127978,937,
1,94323,156,3823261,417,7696314,7465374,208,1342980,3683572,8786375,20887153,80156499,26041935,2917,
1,152970,105,3500863,521,7855222,6204426,208,1278032,4202222,11106498,20551421,81796513,26501731,1093,
1,281721,157,3869564,260,8024650,6043905,156,1095842,3662687,9659403,21059914,79868372,25921466,885,
1,99637,157,7214018,833,9029242,7797460,156,1073551,3694094,7935639,20786683,83726946,25848132,2291,
1,96564,156,6369793,416,8240954,7279748,156,1524857,4274410,9544454,20289700,84304919,26247927,3385,
1,172554,104,7518552,468,7624230,6186405,209,1131520,4019044,11493637,20945174,85057738,25665109,1093,
1,307451,156,6761931,416,8209079,6358178,156,1140947,3881126,9837790,20703870,83171316,25720891,1458,
1,103491,105,7821575,885,8931845,8081109,157,1229229,3859043,7988712,20642254,84855601,25831673,2917,
1,179845,156,6624638,468,8171787,7067976,156,1382824,4266962,10061802,20377305,84217783,25628286,3802,
1,140522,209,5386503,469,7955014,5997394,156,1097769,4081701,10899621,20843507,82329174,25600889,834,
1,230366,157,7240998,312,8133088,7091830,156,1142561,3811750,9597319,20768975,84365544,26047924,1928,
1,135157,105,8163401,521,9257265,7611730,417,1294281,3910293,8034650,22142423,86489311,25635005,3021,
1,137397,156,5351607,312,8182881,7126413,157,1364543,4017481,9960083,20487930,82639018,25576514,1979,
1,166616,157,6171249,469,7855846,6384844,208,1106415,3788053,11229989,20643765,83345014,25678806,1198,
1,195366,208,7197872,469,8644759,6959016,156,1106624,3652478,8959866,20270428,83283502,26004330,2396,
1,112813,104,8703249,469,9502214,8305485,469,1224333,4037951,7960430,20334022,86397696,25681411,5104,
1,142657,157,6596722,365,8470330,8300903,469,1416158,3918418,10200032,20595066,88618182,28239870,4167,
1,172449,157,5101293,417,7638448,6050155,156,1091364,3967480,11643899,21164759,82661935,25254949,781,
1,306149,156,6145624,937,7983660,6035675,156,1117144,3809199,9769561,20385377,81282913,25340418,885,
1,80782,104,6872557,469,8407310,8081786,209,1211260,3766542,7904545,20815485,82978916,25346877,2396,
1,185314,105,6942506,365,7613032,7364228,156,1152041,4114669,11114831,20375117,84673411,25132604,8698,
1,269742,157,12909170,520,8483456,6659014,156,1181625,4111545,11826504,21080956,93292128,26089383,1198,
