FPS:,30
ResolutionHeight:,480
ResolutionWidth:,640

ObjectFound,WebcamRead,GaussianBlur,ColourConversion,SelectMode,InRangeMorphOpsDisplayDirection,TrackFilteredObject,PIDDist,Facendi,PutText,ShowImage,TimeWaitKey
0,123437,4348254,3399255,250,7691745,1262748,58,116243,589033,1927055,10239249,33468500,
0,61538,1513983,1408741,185,7325622,605424,72,218696,808637,1697391,10597961,33499354,
0,52667,2236358,1574952,173,6452881,635762,161,223024,832258,2201780,10949079,33493254,
0,54229,2269029,1300079,157,7521579,680402,76,4390730,807278,1915389,10248702,33468189,
0,58028,2583135,1788111,384,6411577,1458310,157,25851420,567324,1485478,10783530,51123370,
0,51640,1436297,1477429,575,6215344,652010,78,4842081,736409,2067944,10072056,33485102,
0,45446,1968968,1783333,412,8706495,766596,185,25228143,566739,1535487,10432180,51119964,
0,55507,1799523,1666486,498,8631492,707480,175,34523803,541122,1578947,20425537,70024846,
0,53440,1764390,1299861,472,6424243,590449,75,4216231,795228,2072965,17020031,34340820,
0,58894,1449061,1952527,441,8791070,720979,64,22403508,867458,2301475,10556882,49203220,
0,70997,2265684,1443441,379,6661415,713708,72,20862083,1151611,2832313,10539061,46645297,
0,59146,1978146,1482918,364,8299111,770177,72,18823125,1147084,2895728,10862617,46425796,
0,56673,2625795,2193447,375,8666419,712671,68,18112765,1153797,2817034,10959871,47407283,
0,66872,2175016,2204153,211,7841236,677063,69,18190049,1129378,2911499,10230432,45530349,
0,57301,1516906,1987566,145,7641297,654929,71,18455668,1063236,2570123,10404457,44451613,
0,56708,2299980,2220857,539,6712785,682322,65,21778037,1037229,2563744,10762034,48215758,
0,68221,1978543,1659245,186,7735719,568967,71,19545339,946758,2527823,10754022,45887381,
0,60883,1857698,1808068,180,6866922,700281,89,21882153,965050,2429612,10404710,47080252,
0,69884,2108329,1604786,166,4911138,563115,71,30685002,590523,1535617,10917564,53100550,
1,52508,2955615,1593940,149,4774584,825611,54,35362847,906082,2667390,10734199,60016611,
0,61088,1413109,1526498,180,6968424,841315,85,352151,863129,1981127,10166477,33472056,
0,60458,1189835,1218794,229,5980695,717613,78,284296,736441,1791992,10560156,33534886,
0,65168,2321159,1948448,174,7113716,786719,83,321970,861064,1782502,11024168,33541210,
0,115178,2894787,1785066,199,6235797,705030,68,22538942,941143,2339721,10224895,47886295,
0,80620,1926407,1745033,194,7394180,551802,75,19051842,1077537,2646576,10327014,44903535,
0,56017,1976568,1990961,174,6981872,718587,73,21202325,1022567,2594602,10450572,47090263,
0,56130,1932616,2209659,246,7722671,557552,62,34400465,1089336,2615715,10515376,61205103,
0,58874,1504108,1663204,383,8043156,701106,78,20205465,1095997,2627883,11086040,47089716,
1,58832,1857726,2045050,206,9521634,1508785,84,207709,571263,1455639,10363926,33487592,
