FPS:,90
ResolutionHeight:,480
ResolutionWidth:,640

ObjectFound,WebcamRead,GaussianBlur,ColourConversion,SelectMode,InRangeMorphOpsDisplayDirection,TrackFilteredObject,PIDDist,Facendi,PutText,ShowImage,TimeWaitKey,Frame,MorphOps,DisplayDirection
1,91770,14525138,3436702,312,7533349,9111831,625,1259265,4194876,10489064,50960432,133938472,31996877,1042,
1,74218,14438212,3297224,365,7606317,6650384,260,1314577,4303730,10557293,50923609,131926554,32413594,625,
1,79895,14459930,4845289,312,7493089,6439761,521,1304786,4187428,10649948,50539445,132474311,31966096,729,
1,83698,15235240,3861336,417,7550953,6518250,365,1273014,4104512,10576147,50297102,132214782,32119637,2761,
1,69479,14622013,3296182,312,7567776,6571114,209,1276660,4048730,10518127,50405435,130952548,32124064,937,
1,75104,14318264,3314255,313,7534339,6936529,677,1283952,4062116,10376877,50951162,131434473,32056981,937,
1,73645,14025506,3292015,260,7564756,9247663,365,1369160,4221282,10617084,50530903,133865086,32326616,729,
1,75573,14354618,3390713,364,7485537,8997092,417,1231713,4041022,10523022,50869339,133789878,32277814,2343,
1,95103,19245689,3269984,313,12588638,9658756,260,1194318,3749096,8863759,50514029,140750886,31255319,1042,
0,81198,20942035,3241599,312,8388657,7115122,417,2129886,4226646,9033446,50059864,141932599,36267690,1042,
1,89582,15609404,3291443,365,7669078,9973650,208,1258119,4360552,10832812,50707725,139154436,35103113,1823,
1,100676,17360125,5950596,365,10380783,7979701,468,1163172,3793836,9632350,50229603,138352877,31423808,4791,
1,95676,13743736,3279099,885,7597620,5852264,260,1190724,3861024,10721303,50124551,128221885,31402974,782,
1,75000,14259671,3186391,521,7440641,5865962,573,1373691,3917638,10443022,50982359,129203650,31315891,782,
1,93957,14198734,3237953,365,7468714,6111741,417,1190463,4119564,10321253,50319863,128779121,31339745,989,
1,76093,14015766,4829924,469,7630016,6233512,365,1327077,3915814,10122451,50556684,130495466,31460474,2395,
1,85156,14629356,4854195,364,7445276,6504291,521,1276921,3904669,10253440,50717257,131757440,31503182,833,
1,77656,16198047,4711905,365,7421319,7029237,260,1163172,3800086,10853229,50676996,133917065,31682192,834,
1,82448,23314992,7520225,573,7636786,6803821,312,1163796,3705868,8182044,50790225,141205207,31597713,885,
1,86666,13586914,3624357,365,7781473,6680385,417,1611919,4742737,11876193,50384289,134634718,33893014,1510,
1,77864,19566260,3299932,260,7505120,7172414,208,1321139,3927168,10430783,50555278,135758097,31519015,1354,
1,75937,14881960,3458161,365,7396267,5988982,261,1218484,4046126,10427971,50994026,130130885,31327974,781,
1,80208,13078530,4779925,468,7484599,8668917,365,1237962,4030501,10304378,50941162,132293166,31316777,782,
1,74948,15814924,3167641,313,7439444,6127106,364,1397597,4084876,10275107,50406217,130460936,31371932,2812,
1,75208,8829593,4797008,365,7534860,5641014,260,1124265,3813524,10700470,50341685,124462266,31370318,886,
1,75313,13833944,3240766,365,7442308,5874920,156,1223953,3943419,10866198,50491163,128683861,31382818,989,
1,77343,8845739,5602317,313,7518819,5824191,312,1128120,3867898,11307185,50232676,125984291,31329329,1354,
1,77708,15557321,3208526,312,7488662,9023550,156,1408899,4139199,8833083,50202571,139708703,39498769,3489,
1,75156,14248212,3794982,313,7861680,6466635,521,1391347,4262376,10519064,50699913,132195094,32328074,885,
1,75572,21623698,3332797,365,7723817,7556214,365,1357129,4021543,10709845,50177936,139023394,32084793,1198,
1,74479,21206148,7659912,625,12566710,8421626,208,1137546,3919044,9155060,50670330,147496895,32330938,2292,
1,72187,18336006,3165662,312,7445068,7071945,313,1245984,3877690,10408804,50771527,134761748,31792504,1875,
0,70885,14083890,3227589,261,7566735,7755483,417,1177754,4003731,10363023,51022046,131757076,31868388,937,
1,79062,14074359,3282172,469,7590380,8722146,469,1309838,4001074,10404377,50333873,132113428,31591880,729,
0,70625,14063161,4827997,573,7483246,5622473,521,1169942,4155814,10216774,50970693,130519737,31421099,834,
1,78645,21130055,4693936,416,7595589,7299861,364,1215098,4008679,10382554,50883141,139181206,31473130,4740,
1,81822,13826340,4870185,416,7870015,6626010,365,1327963,4469666,11227133,50841474,133949097,32370574,1145,
1,79166,13746757,3388004,364,7796525,6709083,156,1177650,4463311,10964218,50344914,131719524,32670468,990,
1,74062,17031272,4840341,261,7751525,8004337,365,1345045,4041647,11064114,50691631,137834025,32589635,1198,
1,78802,16994502,6790176,365,7842567,8158606,364,1167599,4134980,9910942,50438352,138084701,32212137,5104,
1,80990,15523676,5662629,365,7649338,8260742,260,1250411,3936231,11811557,50430852,137282569,32401459,1041,
1,78541,14979408,5005236,417,7495745,7993347,521,1188484,3742065,10854896,50395643,137271164,35244571,938,
1,77187,22067498,8062878,625,7780848,8444230,313,1170567,3850242,7846108,50505330,141785725,31597609,1406,
1,82083,21000107,4758987,520,8914124,8781417,365,1293900,4038261,9530111,50513091,140609585,31357819,3907,
1,82552,18262672,3251494,573,7744963,7900743,364,1531919,3970293,11341925,50692881,137372360,32147189,1146,
1,77969,13918423,3366338,625,7802358,6412574,521,1255151,4233833,11312341,50444654,131556660,32336199,938,
1,192811,13692070,3737326,261,7575797,6559031,364,1301191,4179303,11008540,50860433,131901554,32432032,781,
1,83125,17300230,3280818,365,7624650,6418772,156,1447025,4190657,10910990,50582049,134673467,32442969,2032,
0,75520,14490399,4711644,365,8155429,5610859,417,1231609,4173469,11311925,50300123,132981497,32496406,729,
1,71510,13685351,3293786,365,7760848,6912779,261,1360878,4263261,11228800,50689600,132049105,32443490,677,
1,82708,22369476,8149024,469,8121732,10166826,260,1156766,3731909,14966126,51091682,153281712,32854321,1406,
1,71302,19874383,3169412,313,7547724,7202986,312,1369681,3950085,10662344,50487205,136076586,31402401,2500,
0,75208,8156211,5848983,365,7576422,4724456,260,1205307,3933992,10969635,50972151,125003774,31291725,885,
1,73228,14249879,3299307,365,7441995,6157939,208,1401347,4228001,10632761,50793454,129944845,31329173,1041,
1,76823,13845089,3491806,312,7411058,5846535,260,1275358,4257531,10880885,50841370,129700939,31429276,677,
1,78958,14127223,3736648,312,7461058,9629277,260,1468482,4177063,10675834,50263248,133424776,31427245,4062,
1,69114,22249372,9622662,625,7728245,7058820,261,1201297,4112480,8048607,50974963,142990564,31619275,1614,
1,83020,19457615,3221026,313,7580849,7680849,157,1505045,4157012,11002239,50933349,137339601,31253288,1822,
1,85468,14352588,3409619,521,7475433,5789087,312,1120203,3832429,9390215,50249082,127475898,31545734,625,
1,77552,13934933,3346233,469,7478193,6307157,261,1198275,3930241,10634167,50649913,129232139,31333078,1979,
1,86927,13776861,3188214,417,7524183,5653671,105,1179369,3945033,10997291,50596944,128938235,31530057,2448,
1,81406,13960142,5812055,312,7475849,6421167,261,1329056,3960345,10743750,50447935,131826710,31305683,834,
1,79687,14154359,3412952,312,7459443,9562090,312,1359056,3979199,11407393,50195384,134094408,31849170,937,
1,73489,13831860,4869872,677,7490484,6381584,156,1257650,4392218,10691876,50465383,131036141,31238704,2448,
1,78020,14840294,3662117,260,7475224,5663150,260,1154421,4327532,11189634,50925120,131068641,31345526,990,
1,76979,13829101,3582223,365,7376163,9195476,417,1525045,4116491,10714532,50454237,132649154,31366359,729,
0,96198,14111651,3255453,729,7592516,4744248,209,1170359,4228313,11082186,50159550,128155374,31362141,729,
1,77291,16748825,4407635,364,7382620,6592520,313,1372858,4128158,10421565,50645121,133550609,31414120,2812,
0,76771,13555039,4808987,989,7561942,7911733,469,1246556,4183365,10930469,50394081,132403166,31317141,885,
1,87395,18214860,4830758,469,7546579,7996367,469,1206244,3926335,10763178,50271581,136343095,31202038,1042,
1,73906,21350887,3435244,364,7548766,7883869,469,1285723,3890033,9956723,50333560,137527933,31484692,938,
1,92864,16769503,3353785,364,7507464,6339188,208,1177286,4278937,10535418,50470018,132319625,31408495,1927,
1,74270,22149060,3439983,677,7698713,8135221,313,1201765,4048470,9914952,51010380,139361883,31363704,1250,
1,74218,13887485,3549254,625,7555797,8992145,261,1291452,4159876,10735574,50929860,133088735,31519745,729,
1,78645,14012589,3453316,364,7434079,5837629,261,1230359,4226073,10984686,50394549,129536618,31533234,677,
1,86822,13919672,3558421,521,7447516,9025165,104,1357234,4311855,10780521,51086109,133494462,31515838,1875,
1,93437,17769862,3166495,365,7512464,6326532,833,1497702,4196595,10654584,50604496,133831440,31592036,573,
1,75156,13058010,5417214,313,7418611,6139970,208,1181504,4223313,10814844,50933922,131459420,31647400,937,
1,71874,14029464,4781956,1094,7400746,6192730,104,1209838,4221751,10548595,50846943,131230047,31394172,885,
1,82500,14239879,3304151,260,7465745,5966066,208,1267130,4056127,10551148,50098770,129337868,31761150,2135,
0,74635,14136651,3424827,469,7641577,7769650,157,1118171,4187115,10342971,51042359,131844731,31604953,886,
1,75521,14138422,3304151,468,7430902,8919020,157,1298171,4227531,10451095,50731423,132754518,31669847,677,
1,71197,14032432,3548108,312,7384808,8867092,365,1426087,4060084,10743022,50684704,132938007,31568234,938,
1,68593,13949933,3313890,417,7434236,5884971,520,1399889,4184719,10544689,50183717,129095109,31668338,2136,
1,79219,14264411,3327380,468,7437569,5946690,156,1272962,4165084,10947760,50175384,129757346,31597453,1042,
1,68490,14206338,3349463,365,7460953,6154137,365,1227130,4194459,10458127,50168613,129393910,31566098,937,
1,74583,13958787,4850810,573,7459912,6255647,468,1291244,4257219,10317347,50767360,131663638,31944899,1302,
1,70885,14205088,3209984,261,7492933,5805337,417,1358952,4083730,10569012,50106426,129019224,31632817,2344,
1,78854,16295443,3575972,364,7503870,6436792,364,1249942,4146074,10223597,50857776,131924730,31201152,1093,
1,76042,14246755,3311182,625,7418037,8939384,261,1236453,4089147,10202347,50714861,131838377,31278026,989,
1,77187,14460087,3336599,677,7424600,5990596,312,1229786,4066126,10600731,50471320,129272087,31303599,625,
1,77396,13679934,3311702,365,7427933,5985440,625,1269890,3958575,11514320,50617725,129475420,31308547,1927,
1,78750,14022693,3290870,312,7423611,6102836,313,1254056,4034877,10732396,50280436,128856412,31320006,729,
1,78124,14132328,3186183,365,7608400,5781431,365,1318952,3902950,10987239,50132155,128743132,31318964,834,
1,71823,13866235,3409515,625,7618140,5976221,521,1252078,4053522,10429481,50611319,129056203,31337506,782,
1,81354,13937589,3397119,365,7436370,5880753,469,1234786,4111439,10765157,50852308,129307972,31263392,1875,
1,73437,13990610,4914612,416,7541995,6850019,365,1315254,4039407,10193962,50517935,131019058,31285006,1041,
1,72969,20995628,4852425,365,7554755,7382361,364,1187286,3930450,9971567,51034651,138525689,31290735,1354,
1,89896,20712192,4775446,365,7561266,7398037,521,1193849,3925762,10112972,50460487,137774338,31264172,1354,
1,72552,21003285,9879796,364,7726526,7031893,469,1360306,3727326,8133763,50187416,140886615,31500161,5729,
1,81198,19160689,4774716,261,7623400,7357673,364,1363118,3796284,11485726,50211843,137571110,31347193,781,
1,78750,21326408,7436579,364,7798764,9862088,417,1230567,3835190,7920795,50246217,141371456,31356620,2709,
1,75624,20187976,3320401,469,8954176,10862083,364,1163588,4019200,11292654,50763402,145770081,34819780,938,
1,70885,18666889,4479978,365,7431163,7288923,677,1408431,4002585,10708334,50107988,136009191,31478130,3334,
1,90833,14079255,3556233,833,7520329,8626313,208,1320150,4038835,10461356,50162311,131550930,31336777,1042,
1,71666,14353212,3311286,729,7486839,9117769,416,1346660,4046543,10422606,50372727,132485926,31369849,729,
1,69167,14301181,3313734,365,7424392,6076846,573,1283796,4051595,10640417,51002359,129866460,31375162,989,
1,89427,14147119,3301026,417,7502516,9035842,157,1345983,3943992,10401461,51003610,132564884,31449797,1823,
1,81146,14196859,3339879,469,7466579,5996274,417,1212077,3884044,10627658,50647777,129224587,31420370,937,
0,78958,14307327,4753988,521,7518610,5421224,573,1251140,3978315,10494169,50508664,130532342,31606931,886,
1,70260,14097016,3139412,365,7526213,9024436,313,1253379,4041959,10201253,50891423,132171813,31547869,990,
0,75573,9042821,4782217,417,7599182,4815029,208,1111245,3803680,11001874,50777413,124435444,31194121,2292,
1,75104,14346546,3371963,312,7440849,9113758,312,1394108,4004460,10610574,50333821,132405666,31338078,833,
1,78437,14401754,3323891,313,7441787,6222887,312,1356348,4000814,10433648,50616319,129630680,31445110,782,
1,70833,20859900,4698259,677,7636369,7855379,469,1211348,3919825,9609693,50254290,137868348,31378599,1979,
1,68593,19986519,4501853,365,9445475,9814588,417,1180880,4037949,8938343,50866057,141260884,31967711,5833,
1,69947,20495058,3233631,365,9393132,7124758,260,1344837,4339146,13019624,50197051,148370850,38109140,3593,
0,83229,9378080,4117324,364,8027461,6306897,573,1169995,4280760,10549585,50387362,130783590,36125296,729,
1,81302,18185277,3205558,417,7464287,6433980,208,1336035,4484249,10528491,50922516,134436125,31419484,990,
0,73802,13952173,3263890,365,7561631,5041538,416,1218120,3923523,10755157,50742934,128294905,31459172,2865,
1,73542,36515553,7786368,677,17792102,5876274,469,1269264,4032012,10680834,50451893,194409535,59549714,938,
0,87604,13792850,4961330,521,7526266,5846795,468,1222962,4107116,10410471,50696110,130198541,31206361,573,
1,91979,21434688,4863362,417,7543297,7547360,365,1195567,3929148,9913859,50462206,138552043,31310631,938,
1,89374,21396199,4800446,365,7522463,7621890,313,1208380,4026282,9987609,50304498,138545845,31331360,4479,
1,86302,21551876,7794910,521,7563974,9281622,261,1208327,3938835,7901993,50250957,141431040,31530005,885,
1,79687,17368667,4665759,364,7500277,7583974,313,1395202,3941804,10637240,51091890,136110596,31461724,1302,
1,84530,21510418,7744442,625,7726160,9293809,677,1165776,3990502,8282043,50848662,142207130,31273860,989,
1,77916,14779044,4473156,416,7383766,6131013,468,1242858,4039720,10244638,51092827,130962184,31199277,1979,
1,69166,14719408,5239037,417,7505120,5735701,208,1034318,3617795,11036770,50340852,130992861,31466203,781,
1,88957,13693788,5366589,520,7589338,6800280,313,1413587,4143626,10737657,50967568,132552124,31377245,886,
1,82656,22333591,9703964,572,7789546,7120747,417,1239578,3721753,8031628,50654965,142469628,31462818,1667,
1,77291,19509542,3442223,313,7608401,7778869,313,1355462,3709878,10654949,50518091,136254294,31276204,5677,
1,81927,13239728,3297120,364,7532516,5790962,417,1205671,4103314,11024166,50579289,128623966,31395995,886,
1,73177,14153838,3318109,781,7560485,5758514,365,1184786,4058991,10953750,50744808,129768647,31612192,1510,
1,78593,14278109,3531389,416,7390381,9242821,573,1370097,4064720,10563907,50425851,132724779,31415213,990,
1,74739,22683172,6453146,520,7747723,7954909,313,1160047,3822794,8007618,50152207,139962297,31427505,4010,
1,86822,14071026,3299880,313,7621630,5802055,312,1353171,3972220,10776771,50734235,129448493,31321985,781,
1,76302,14126860,3191755,469,7689233,9299331,625,1304785,4038314,10589793,50904287,133073059,31399067,1146,
1,73437,14041807,3407796,312,7447047,9146102,625,1358587,4142741,10642970,50614288,132689883,31425266,1407,
1,76562,14293578,3522952,365,7439599,9172977,521,1345775,4127480,10616772,50946370,133305974,31366776,4167,
1,75156,14049776,3467536,312,7418454,9223185,521,1426921,4034876,10627657,51060172,133226547,31438651,1041,
1,75364,13753840,3213787,364,7566266,5965076,364,1190619,3937845,10831146,51004859,129600940,31588077,1198,
1,74010,14221806,3367692,365,7437309,9273965,312,1421503,4036543,10707553,50678506,133065246,31468703,885,
1,78541,14072120,3391182,468,7440173,9171831,365,1362754,4154876,10827448,50801891,133339464,31680264,2032,
1,72187,14079568,3476025,416,7471683,6582885,313,1287025,4018731,10751510,50605069,130391041,31615630,1354,
1,76615,13603581,4809664,625,7583037,6153668,261,1300775,4001543,10688230,50458247,130414426,31406203,729,
1,83385,18058194,4757477,469,7588401,7710640,573,1217598,3952586,10503335,50291894,136673406,32011669,2084,
1,73489,13954308,4899352,365,7387517,6539448,469,1389732,4242480,10652240,50360539,131512389,31545421,2343,
0,75313,13506029,3477483,312,7419392,4741071,260,1136558,4047637,10940833,50423977,127512148,31425109,2761,
1,77812,13917745,4894768,313,7660484,6188200,261,1230775,4128053,10440888,50684236,130928121,31412193,886,
1,78750,18402256,4772321,364,7585172,7620797,312,1346608,3720607,10603022,50805902,136476532,31223756,2500,
1,74999,21058441,9959067,833,7664703,6940748,312,1183536,3983210,8115794,50125644,140948229,31533182,3906,
1,72500,13888318,3223890,990,7601005,6038982,364,1147286,3912429,10758125,50501372,128854797,31377349,885,
1,79322,13653580,3247224,417,7432412,5932368,313,1211505,3994617,10605158,50115488,127971156,31357558,677,
1,72656,14104255,4794456,416,7513506,6859550,208,1162651,4051022,10403804,50614288,131121246,31238495,833,
1,71979,21184013,9835057,417,7758765,6899810,469,1165411,3977793,8113033,50250800,141005833,31465318,3698,
1,81562,13546342,3240974,573,7566526,5748826,520,1219109,3954564,10602293,50751788,128455320,31402141,1041,
1,75000,14089412,3350036,260,7484183,8912405,312,1331868,4071126,10120108,50492778,131669419,31355735,781,
1,74375,13916965,4777478,625,7501787,6329292,312,1168692,4144043,10342607,50419758,130939996,31640733,886,
1,73125,13914152,3231130,625,7661370,8899957,156,1277234,4267010,10441304,50580278,132698841,31691619,3125,
1,70000,14278734,3315609,417,7364496,6430386,208,1296973,4339250,10250888,50386842,129876199,31632140,1302,
1,77135,13889829,3347797,313,7380277,5902471,416,1265931,4225970,10624116,50943193,129878751,31749796,2448,
1,75051,15784351,4934872,469,7433610,6345022,469,1359213,4190501,10364221,50583872,133303683,31618546,625,
1,70937,13646132,4697165,886,7567099,6876269,209,1206088,4123939,10298700,51010380,131670721,31655369,2240,
1,67709,20963233,9873442,312,7769442,6962727,312,1218432,3969512,8294908,50932516,142320983,31663181,1667,
1,77500,13890507,3251651,781,7684077,8800686,208,1295879,4072637,10386357,50447778,132169052,31605057,989,
1,72500,14126495,3339359,364,7367256,8706052,365,1261452,4083627,10310315,50484080,131964001,31563910,1197,
1,69427,16117892,3316755,677,7543453,6205022,156,1281764,4175917,10300055,50912412,131993324,31565578,2500,
1,69636,13964621,3302901,416,7494183,5828566,209,1282025,4158157,10481512,50606111,129285421,31578650,834,
1,74687,13787590,3310088,364,7572568,6019711,156,1486972,4200396,10881354,50489393,129932188,31679639,1041,
1,72656,13852121,3327640,365,7687255,6208720,313,1313379,4191490,10736147,50926838,130055052,31402870,1093,
1,76458,13940193,4844768,1615,7530328,6388042,365,1250619,4153678,10310836,50423300,130484061,31259746,2187,
1,75989,17843300,4745290,260,7506787,7650952,573,1360879,4071387,10775417,50618246,136830697,31646046,1667,
1,84895,14342588,4858518,416,7410485,6451115,261,1274057,4246021,10453960,50393612,131489524,31413286,938,
1,70990,14229984,4891278,364,7437516,6382053,365,1325671,4266021,10485001,50122103,131138381,31487765,781,
1,76667,16303203,4683050,313,7507151,6978300,260,1316347,4183574,10804323,50730694,134824509,31641463,3281,
1,74010,14701805,4877633,1146,7471526,6368824,417,1251192,4437635,10310315,50731892,132175980,31512817,990,
1,70833,14352795,4876019,573,7425954,6466166,625,1322962,4249250,10442762,50433560,131622285,31484120,1354,
1,70781,14062380,4922737,313,7458922,6393251,208,1467962,4301334,10504585,50746318,131902283,31497505,989,
1,73333,15197896,4805238,521,7395225,6401011,260,1300671,3971387,10347815,50148822,131683638,31517817,4219,
1,75000,18028611,4829143,416,7496006,7368611,1458,1261817,3696649,10646564,50507778,136210960,31896306,1928,
1,74687,14065349,4925341,364,7453610,6562729,521,1259160,3943314,10424429,50281112,131139058,31652036,833,
1,74219,17624551,4645602,312,7581317,7585119,156,1325202,3854825,10792500,50729913,136523771,31795004,990,
1,71770,14538940,4902476,365,7441475,6387782,365,1239108,4094981,10441460,50756423,131817700,31486307,2031,
1,68854,14478420,4855810,573,7457777,6621739,261,1251087,3957897,10409169,50993036,132278739,31600056,1094,
1,71458,17294292,4653311,312,7501266,7568193,365,1379524,3883471,10688699,50788246,136029815,31638338,1145,
1,70104,14221338,5425130,312,7404704,6902207,521,1304525,3952168,10336721,50268664,132062335,31494797,1198,
1,69791,21672761,4847633,364,7550693,7918712,365,1263379,3852586,9337611,50192311,138430846,31451360,2760,
1,74010,20538599,4717790,417,7566995,7577828,313,1128484,3998158,10143493,50421424,138046525,31496515,937,
1,71250,21252242,8336210,2448,7623348,7079497,520,1199942,3970554,8260481,50216165,140039379,31540734,1667,
0,77552,14180088,3447848,782,7596683,7794858,261,1227702,4348677,10432242,50818141,131549108,31298860,678,
1,81666,14232223,3416546,261,7344079,6033878,313,1286452,4154303,10801198,51052932,130205729,31478130,2032,
1,77447,14801179,3379620,417,7451110,8966415,364,1409472,4027325,10270107,50388456,132455718,31353495,677,
1,77812,14339462,3325140,729,7435485,5952889,469,1415514,3994564,10602344,50283352,129035213,31289277,938,
1,73698,14053787,3387744,312,7403037,5923357,416,1289317,4114981,10805833,50490435,129482763,31619431,937,
1,78385,14006704,4995393,573,7513610,6837363,1250,1262807,3982742,10271514,50399706,131141871,31253392,2812,
1,69635,21531147,9879067,364,7768660,7018508,261,1155203,3807951,7936160,50666111,141559164,31392193,3385,
1,78645,14195349,3458890,417,7609964,8916832,209,1232442,3968002,10220628,50120905,131560618,31366620,1146,
1,78490,14218057,3317119,416,7431683,6191428,573,1249056,3998418,10817865,50497257,129491670,31325579,834,
1,75729,13990714,3291286,677,7603296,8968707,677,1326088,4332844,11001198,50256321,132805091,31526620,1927,
1,84635,13998006,3360088,365,7434339,9095842,469,1415045,4545708,10837031,50688142,133381078,31516359,937,
1,77708,14051026,3608784,469,7468454,9003915,730,1356139,4300344,10692136,50970797,133258943,31315579,885,
1,76041,13733736,3542639,416,7452047,9030061,157,1362910,4267688,10805573,50974546,133117746,31463390,833,
1,80312,13573841,3362848,521,7521682,6130647,208,1243588,4325865,10974948,50344862,129308077,31415891,3542,
1,72917,14357066,3259047,365,7397100,9202247,260,1409993,4400656,10901146,50525590,133346286,31440526,1146,
1,71562,14172901,3523056,312,7370642,9135269,104,1355618,4302532,10657657,50459237,132813164,31384849,1094,
1,66718,14386545,3397223,365,7410486,9180685,416,1394628,4257896,10910572,50969703,134018315,31591984,677,
1,78333,14278629,3522639,312,7447516,9042717,365,1406660,4078365,10686251,50948297,133329672,31414224,2239,
1,83541,13913787,3463369,261,7385589,5965023,365,1280514,4467218,10937396,50218353,129495524,31428391,885,
1,72917,14375295,3352015,365,7376319,8899020,417,1354525,4016179,10740104,50987776,132975924,31375527,1041,
1,75156,14540086,3268526,365,7455329,6567260,312,1282494,4042845,10656251,50410019,130249531,31634640,886,
1,81874,14536753,3444618,365,7437048,6046117,469,1219421,4029095,10835729,50129134,129670784,31548911,1979,
1,70103,17105334,3135922,364,7463402,6194762,417,1304941,4027950,10362971,50226425,131689211,31461724,938,
0,94166,8822458,5551328,521,7546839,4769613,312,1115984,3810346,10779219,50673350,124773151,31361621,677,
1,87604,14156286,3368005,313,7374652,5918774,104,1214838,4106074,10569741,50115436,128633236,31366568,937,
1,67916,14557691,5053257,313,7359912,5981794,208,1163589,4097063,10888645,50414342,131224161,31287141,2604,
1,73594,19182512,4786956,261,7586057,7642046,468,1270983,3740294,10574063,50489185,137151320,31377818,1458,
1,76771,21725208,7764494,1094,7691682,9461413,312,1221087,3770711,7958503,50474757,141879266,31319746,1146,
1,69167,19685999,3210558,312,7479495,7292152,469,1272807,3757118,10641667,50602934,135769817,31386828,1041,
1,75364,8778656,3279047,417,7479756,5660754,260,1098172,3865867,10891718,50118822,123042691,31554588,3177,
1,82188,14449931,3317692,469,7535172,6044189,156,1254421,4185189,10280889,50730329,130058490,31592088,1042,
1,71145,14601753,3324255,416,7443454,6282106,729,1313067,4426125,10520470,50314758,131724524,32906978,730,
1,76510,14557639,3308317,313,7465017,6389240,209,1260983,4345031,10337814,50421164,130297395,31649900,833,
1,69322,13708945,3421026,469,7371892,5797733,364,1337233,4318729,11077030,50994963,130298072,31646671,1980,
1,73385,14387483,3352796,312,7396110,5924086,833,1245932,4337323,10876042,51062984,130730726,31588807,989,
1,67291,14492742,3382119,365,7408558,6083617,260,1248223,4310709,10439430,50490017,130021615,31591671,1197,
1,69322,15216542,3276860,365,7480850,6172106,260,1310827,4216230,10430575,50159394,130947705,32037085,886,
1,70364,14508472,3409879,313,7419652,6098304,417,1402597,4291854,10254586,50851943,130358228,31543963,4792,
1,71666,14349984,3204308,313,7410902,6006273,365,1397180,4335917,10595313,50551841,129976459,31534067,677,
1,75520,14612274,3480348,1198,7645328,6325595,312,1173223,4316021,10383909,50842308,131061766,31602713,729,
1,71041,14669565,3318369,313,7435589,8998498,416,1358951,4410812,10521824,50494706,133339515,31475787,1094,
1,87916,14223056,3473265,364,7450746,8933759,469,1364108,4095761,10620105,50240592,132286812,31366047,2240,
1,74687,14379463,3493472,365,7385798,9024071,260,1422442,3972429,10716771,50517413,132848946,31452974,1042,
1,72760,14429827,3420713,260,7455485,9207560,312,1336556,3989721,10654168,50779808,133219724,31413755,781,
1,74115,14346598,3411077,469,7445902,6033461,677,1265150,3971492,10894427,50975536,130090938,31336204,1094,
1,93489,14268734,3461182,365,7424548,9204539,313,1367285,4097428,10766979,50200228,132853008,31550734,2032,
1,75312,14426701,3551389,313,7374913,6517052,521,1242130,4187896,10462293,50716787,130344530,31449120,1250,
1,76978,13910246,3465244,260,7377517,6062523,417,1325254,4085970,10885104,50658142,129600732,31407141,834,
1,78021,14007798,3840971,469,7417360,9211309,521,1460930,3967533,10557709,50435330,132849310,31483495,990,
1,79687,14282067,3777065,365,7450329,9339903,156,1399160,3962897,10637397,50430956,133215245,31462662,2396,
1,78698,14344254,3451025,365,7435537,9097560,573,1381608,4085085,10485523,50113769,132302906,31449484,2448,
1,91822,14125765,3423525,312,7439756,9052092,312,1335566,4112480,10548230,50472986,132415666,31434120,729,
1,77552,14218838,3532014,364,7360537,9099644,520,1584836,3970814,10589012,50958453,133186860,31337923,729,
1,71614,14241806,3485817,364,7429131,9036624,208,1359942,3987794,10415887,50855693,132720248,31405266,2396,
