FPS:,30
ResolutionHeight:,480
ResolutionWidth:,640

ObjectFound,WebcamRead,GaussianBlur,ColourConversion,SelectMode,InRangeMorphOpsDisplayDirection,TrackFilteredObject,PIDDist,Facendi,PutText,ShowImage,TimeWaitKey
0,287454,3468627,3216806,222,6589201,1325969,46,132259,665688,1635503,60,33511043,
0,84043,3717501,2279821,212,7005114,1257627,70,213348,598784,1321815,121,33501427,
0,67506,2731245,2436831,245,8836438,609453,70,193440,772784,1513063,55,33794707,
0,57556,2421600,1517292,192,6612568,583844,72,8842281,797108,1625466,50,33469041,
0,50267,1419929,1220856,366,6514173,880797,213,41947021,738325,1078708,33,53955567,
0,62575,1814460,1261197,264,5202088,572537,65,30236421,558343,1094041,30,40892862,
0,104553,1463858,1210280,166,5659338,580572,71,30599188,553077,1094030,31,41362118,
0,62645,2223641,1301332,427,6767785,1290797,45,37499174,1332463,1570974,39,52179825,
0,56967,1316734,1263418,357,7970586,758207,83,28320744,554322,1095132,95,41441026,
0,69814,2059482,1518734,502,5984059,915824,59,26305907,571618,1299884,28,38843998,
0,50091,2133911,1320461,525,6749307,890570,86,26671443,542444,1001924,33,39457883,
0,57865,1901817,1742837,664,6045229,948139,214,22387108,908367,1858994,36,36004661,
0,51251,1610236,1766474,477,6915156,960789,79,27863130,545618,1219087,39,41046900,
0,61907,1956581,1460686,343,5608816,887802,68,24870399,852131,1242936,31,37053776,
0,68071,2392534,1240501,355,6078181,754111,67,31526890,627063,1848899,50,44675391,
0,60599,1763262,1148327,299,5364109,680109,52,31252905,764228,1507397,51,42645044,
0,75554,2382461,1344778,453,5958495,732684,65,4812368,586106,1270859,29,33502306,
0,59120,1573805,1630697,328,7086000,934791,70,36918845,529847,1062122,30,49904037,
0,56437,1556163,1291742,545,8617813,820248,76,25358484,860835,1530052,46,40193596,
0,54558,2326354,1425627,596,4889192,662916,55,28637928,636900,1354130,32,40132159,
0,59448,1673309,1717868,435,6717613,2389627,250,25728568,631214,1190628,34,40227199,
0,54178,1476949,1576094,442,5341859,752085,68,37573279,743146,1238737,30,48877623,
0,60946,1493982,1533635,403,6458618,761196,72,29747097,559745,1117446,29,41823585,
0,51705,1738158,1901378,468,8647449,643967,75,6357120,550811,1089496,30,33523418,
0,50629,1887502,1478346,434,4867072,732548,66,28415466,553901,1045704,29,39149037,
0,50648,1688356,1294516,487,5151223,1039218,64,36564252,802551,1498214,43,48188504,
0,53470,1386939,1442566,555,6737493,825653,77,23091126,754052,1462050,46,35856384,
0,62285,1588667,1720110,181,7310658,686049,238,26319107,812041,1185692,31,39786163,
0,90149,1646689,1613743,357,7474437,768270,76,35529371,843095,1027153,29,49111598,
0,57336,1586009,1750789,178,8313785,737087,81,34512897,660313,1215572,38,48939243,
0,72023,1970694,1691013,681,5821144,750831,68,4195344,553609,1066682,32,33497451,
0,67276,1477287,1290321,365,7106816,786859,72,38816268,560151,1020907,38,51231839,
0,46079,1488448,1223274,567,5120985,677510,72,38044322,700452,1725116,54,49123910,
0,70277,3144486,1614542,424,6290782,659645,75,26585218,621398,1808114,30,40905093,
0,60903,2051368,1361103,391,5965213,1020688,43,23646383,555635,1025231,39,35797284,
0,67223,1663871,1531656,707,7955483,1707091,83,22604030,529119,997127,30,37160263,
0,57238,1338514,1498772,386,7153438,988005,102,22083292,750836,1388665,51,35378815,
0,50568,1494030,1617120,355,7269924,731619,77,26507716,660529,1184471,29,39621325,
0,65671,1556515,2920147,643,7602915,678800,78,27482623,553328,1169763,30,42152742,
0,52512,2083804,1833766,175,7073373,730145,75,24864943,697891,1216931,30,38671667,
0,62791,1643250,1922618,372,6481814,818566,80,23088975,558739,1175943,43,35852772,
0,81858,2741438,1789257,359,6466075,712591,71,25954417,703597,1616657,53,40205545,
0,71679,1509856,2512883,365,7737155,772415,80,23722033,622608,1280761,42,38347912,
0,58796,2993172,3066224,289,6386547,1245948,44,22541224,845331,1445535,28,38712587,
0,69317,1508998,1461070,163,6183949,735007,83,22400979,750783,1307720,30,34526042,
0,55589,1733642,1873906,368,7550061,936245,86,23723725,538675,1001757,36,37521503,
0,63640,1544231,1746617,315,7307565,657288,73,31098829,889412,1661785,55,45082536,
0,72141,1718494,1608485,534,6829265,1004037,74,23877443,528506,1293901,65,37041592,
0,70902,1614375,1741258,166,6526281,686533,71,37938703,527516,1076438,33,50278777,
0,51659,1554393,1436971,588,7573094,781341,80,25027132,646496,1179697,33,38347849,
0,82992,1486075,1379002,444,7980800,950289,191,25789297,847337,1816293,46,40474316,
0,55553,1840532,1450708,374,8506232,729211,80,35902153,530883,1018536,30,50266290,
0,64379,1601010,1523178,466,6641483,850374,86,25011969,558718,1100931,30,37450419,
0,59906,1528829,1837500,383,9644232,796744,70,25077670,556052,1193139,33,40825205,
0,58133,1687855,1837288,363,5995650,794903,79,29970713,563741,1541246,30,42582061,
0,62523,1700923,1489007,463,6269419,921230,79,26206627,604602,1117653,36,38475640,
0,61222,1469835,1521955,366,6619869,936046,212,21307726,573437,1031430,36,33632977,
0,58575,1593247,1556430,600,6473279,685807,81,4224045,761434,1621108,60,33464416,
0,62662,1834156,1901031,886,6157343,1007647,162,34888239,607836,1062457,30,47640334,
0,62747,1495439,1597946,712,5786487,734163,59,26003888,525178,991856,29,37289984,
0,63576,1650382,1450247,558,7266463,769373,69,25413482,722844,1354797,129,38802250,
0,70930,1887608,1464155,485,7243897,772614,63,19418207,1044094,1732879,30,33742842,
0,61119,1619101,1615031,383,7402998,745787,70,26760301,643855,1473180,46,40485214,
0,181627,2266589,1540496,547,8690415,774681,74,35052059,612963,1048689,29,50291533,
0,62334,1557713,1653883,644,7078933,618701,66,3627777,581118,1107803,33,33467426,
0,69010,1674202,1767155,461,6613251,640061,66,27793112,612375,1565902,33,40860055,
0,82562,2367709,1875585,374,7754048,1365071,43,21389305,844231,1608194,47,37409815,
0,73531,1476524,1608589,481,5908208,1033345,79,25481229,760839,1293360,33,37746644,
0,60454,2027251,1447384,507,8663712,607008,84,2771779,525218,1080870,31,33457572,
0,60925,1412953,1407739,314,7505310,834426,85,26990084,725295,1500578,36,40561706,
0,74821,1761950,1846373,354,7604977,778608,73,25251181,612443,1070670,33,39097429,
0,58742,2265673,1754922,521,7233633,765792,69,20646437,1016894,1249113,36,35102826,
0,70522,1481859,1381233,294,5888869,839373,76,23323696,809081,1453795,42,35354443,
0,68484,1487850,1359865,268,7115887,1070355,73,22049797,700138,1228273,38,35183244,
0,50225,1479840,1464539,451,8266857,810693,74,20569045,581682,1215228,30,34546232,
0,71800,1629987,1576558,506,7745868,810021,74,22348250,811449,1408295,43,36500531,
0,63670,2139955,1449954,585,6231039,664296,86,5811633,525057,1047129,30,33510350,
0,56863,1393128,1548837,449,7585789,689583,80,25889448,742567,1710157,65,39748270,
0,74758,2100960,2211957,488,8333514,801032,58,21076226,672864,1560773,29,36947901,
0,54637,1415806,1468180,377,6410344,834220,81,25550608,823702,2009957,51,38806934,
0,57429,1812286,2060671,377,8793892,752369,79,24188897,583906,1112223,32,39503834,
0,74569,2079303,1419210,357,5293005,644702,76,25163727,829121,2046090,49,37682664,
0,54025,1453159,1718290,327,7201175,579904,42,35206809,526120,1009307,30,47852644,
0,59976,3060321,2234316,412,6341028,700688,72,20803101,567253,1428776,33,35320814,
0,59064,1544271,1501375,378,8190036,826706,87,23443108,538564,1112058,34,37335358,
0,51279,1434210,1597147,434,7825657,1021156,261,24624215,626866,1709059,30,39056556,
0,51333,1575003,1750675,530,6590502,681578,72,22705821,712361,1776059,62,35990421,
0,80063,1921525,1844828,488,8512147,805691,71,29222957,703367,1294026,41,44657946,
0,47875,1641059,1770961,599,7682277,1283749,42,35076720,828634,2125291,81,50575324,
0,64418,1389052,1377935,153,6505913,691148,84,31967119,608126,1091728,32,43798633,
0,61677,1885684,2020019,401,7500860,2004214,148,27363000,704421,1282035,54,43140976,
0,68710,2454834,1984969,555,8687438,669126,70,26494678,870409,1259598,28,42605363,
0,63159,1483199,1660216,385,8178056,899362,69,28324536,578807,1208798,30,42503870,
0,56012,1665444,1919461,440,7884588,683690,87,22690071,655072,1032825,33,36847939,
0,64349,1738881,1456488,346,6877471,757035,77,26050326,798220,1334428,30,39218251,
0,62352,1480578,1623617,378,6940862,850129,190,26311990,650538,1090942,130
