FPS:,90
ResolutionHeight:,480
ResolutionWidth:,640

ObjectFound,WebcamRead,GaussianBlur,ColourConversion,SelectMode,InRangeMorphOpsDisplayDirection,TrackFilteredObject,PIDDist,Facendi,PutText,ShowImage,TimeWaitKey,Frame,MorphOps,DisplayDirection
1,79323,22522808,5343411,521,8361834,6000440,208,1150411,3946908,10043442,20570266,109347391,31057820,990,
1,80885,23871656,5305860,364,8077670,5972576,208,1126349,3920450,10229326,20597141,110475876,31040945,1145,
0,72917,26375498,9262873,364,8026420,4821904,208,1145203,3697326,9694485,21082139,115472101,31058965,2083,
0,77187,16208933,4152896,573,9705058,4817425,104,1156088,3675243,9528131,20083706,101136753,31371463,781,
1,120259,21666146,3800763,1041,9239122,5814087,156,1165203,3724253,10115316,20853650,107915679,31124018,2292,
1,78333,15947006,4255032,572,9504850,5688983,209,1051974,3711701,9991514,20323705,102179353,31304277,677,
0,105833,17018668,3643212,677,9372038,4964404,208,1097391,3907429,9516204,20317507,101645918,31333183,2291,
1,133281,17073772,6612364,417,8597407,5720858,156,1061922,3969929,10721771,20334903,105603815,31129902,625,
1,78281,16385807,4240344,573,8656209,5767889,261,1170984,3913939,10125107,20328808,102356852,31367245,834,
1,90416,21448543,3678159,2083,8983446,5794451,364,1095724,3912534,10079170,20235840,106679435,31087299,1093,
0,79739,16301588,4864664,573,9407975,4921278,261,1163068,3790190,9663392,20101049,101898208,31312818,5052,
1,109114,21237607,5268099,2448,8606834,5757889,208,1027079,3797325,9943545,20141361,107314536,31144017,833,
0,84167,15868048,5472369,677,9503652,4841383,260,1046974,3835919,9625110,21084638,102826381,31193756,781,
1,92864,21246200,3652170,625,9019280,5774608,156,1045933,3816075,10286096,20770629,107119120,31149590,781,
1,75104,16358098,3598473,417,9332143,5690077,261,1020724,3746127,10061722,20388183,102009979,31465734,2135,
0,85573,16094819,4242949,520,9633443,4998830,156,1061505,3837481,9737713,20892816,102243779,31375266,885,
1,80572,14881491,4554718,2187,9580110,5668618,260,1024683,3734826,10143753,20750474,102146593,31407089,989,
0,75051,16181328,3627118,417,9350528,4863206,208,1039943,3762638,9496100,20847712,101008681,31482922,782,
1,85572,16057371,3693003,312,9240893,5942888,208,1137546,3753003,10143962,20118861,101975864,31539431,2083,
1,74270,16396692,5648202,677,9215164,5638098,261,1056349,3817794,10110993,20837452,104247104,31160006,1094,
1,80989,15740654,3805034,1666,9437819,5717941,157,1182703,3778992,10190315,20955472,102606122,31443755,990,
0,72292,25960657,3559149,313,8348658,4943726,312,1043120,3757794,9709484,20656672,109423641,31068184,938,
1,110520,22400882,4381959,573,8254180,5764400,157,1170984,3772273,10159170,20930785,108370781,31116674,3906,
1,87187,14736440,6533822,521,8639177,5897524,208,1179317,3710660,10192295,21029066,103664138,31366880,1250,
1,77760,17911268,5708722,1354,9038394,5760285,208,1076661,3811909,10053025,20892764,105713502,31120111,937,
0,82760,16574608,3545504,573,9426621,4784768,261,1089682,3773002,9540892,20121727,100672381,31354954,1094,
1,94426,16020704,5809764,833,9177248,6043669,156,1164890,3835919,10136097,20942608,104854965,31324277,3437,
1,73854,25524721,5177996,312,7998607,6109971,1458,1138120,3856648,10149379,21097867,112463209,31094173,2292,
1,82708,27209870,5113257,313,8036368,5887836,260,1018380,3803992,10110004,20976514,113555080,31066673,1041,
1,74530,26206957,5255444,313,8182930,5773149,312,975099,3812898,9675631,20883598,112174357,31110319,729,
1,83957,13922798,4882997,833,8783395,5994398,157,1170984,3780867,9797193,20551881,100884463,31652244,1927,
1,74531,21883645,4924820,417,8188086,6061065,364,1114630,3773211,9901515,20473131,107754899,31110944,989,
1,79999,20934743,4982372,573,8275742,5735598,260,952131,3829669,9868598,20475995,106511155,31097090,834,
1,81093,24065301,4981330,416,7998034,6059815,209,1118172,3880658,10034067,20464172,110064263,31118236,938,
1,71822,21976405,4870653,781,8337304,5946690,260,1132078,3743107,9747297,20859639,108051825,31090632,2084,
1,85573,20821046,4821956,573,8331210,6016585,313,1133797,3718368,9951098,20973128,107203391,31090163,833,
1,72083,22569787,4844195,729,8190012,6069345,209,1187182,3744044,9895213,20347090,108247240,31074173,782,
1,73697,20775005,4937216,729,8271470,5918461,156,1136974,3742170,9933963,20930160,107149276,31140267,1146,
1,96458,24316394,4920757,417,8016785,5879451,209,1118901,3834773,9848077,20909014,110265147,31060163,2031,
1,90260,22844370,4972111,834,8086888,5908617,157,1127391,3837013,10250315,20770629,109223538,31057455,729,
1,71510,24271185,4866956,625,8052200,5970857,156,1161193,3832951,9824015,20170164,109709577,31053444,677,
1,87656,23141660,4920966,364,8151315,6076064,677,1119006,3815294,9950630,20962764,109778899,31205423,1146,
1,68229,24494465,4899559,365,8006888,5977211,156,1102130,3814148,9911359,20625317,110243324,31082924,1875,
1,74843,22716505,4974559,1406,8095274,5997523,312,1119526,3813732,9766203,20316100,108286720,31164538,834,
1,72760,20951671,4841279,312,8347147,5999085,208,1114005,3771648,9895890,20647452,107002506,31119017,833,
1,76614,19859644,4947945,573,8295117,5976950,156,1220046,3801597,9718756,20588860,105907303,31119694,886,
1,74739,23846553,4880862,416,8085273,5997211,209,1065151,3836023,9924848,20451621,109524630,31094434,3281,
1,89947,25446648,4939821,573,8108815,6010232,208,1194943,3780086,9679120,20800317,111406028,31097559,781,
1,78125,21405210,4889455,573,8183033,6075127,260,1089421,3806075,9987921,20395787,107366984,31088757,990,
1,85833,20842504,3570191,729,8649490,5793774,208,1055672,3770555,10158597,20972087,106498707,31279746,1198,
1,75885,13621862,6174866,625,8919071,7761161,312,1339681,3723940,8878187,21194482,104452206,32488386,3646,
1,105260,15295656,3716128,573,8669177,5720702,209,1199265,3684409,9875890,20382350,100305560,31403808,2083,
1,65833,16062371,3380244,313,9062248,5893044,156,1073120,3706701,9778078,20903077,101868729,31496672,1042,
1,97812,16942991,5007320,1302,8817301,5734296,260,989371,3699878,9679277,20949795,103398878,31171413,1094,
1,107448,20012300,4901382,573,8542667,6057835,208,1186452,3850919,10586981,20185476,106756570,31095007,2083,
1,86822,24708892,4785446,468,8126992,6140439,312,1151296,3837638,10476668,20490370,111108477,31068914,2239,
1,72552,20117924,4982372,365,8421939,5752993,208,1036714,3916284,10345836,21105471,107306255,31205163,937,
1,72135,23739886,4885758,313,8052513,5942159,209,1198640,3904096,10325627,20531672,110008899,31097455,1250,
1,75104,21752500,5072059,937,8207253,5887107,209,1105932,3701440,10115264,20822712,108122398,31094278,2239,
1,74114,24345196,5012684,677,8215690,5911169,208,1140515,3727795,9691932,20605161,110093534,31085996,937,
1,81094,22886973,4940445,573,8106993,5975284,156,1154109,3749148,9871515,20761463,108899841,31131569,885,
1,74791,24768579,4967008,677,8057774,5895596,209,1091036,3720190,9640370,20821619,110341084,31068184,1250,
1,75521,22587860,4909716,416,8191628,6001533,885,1174005,3843419,9917973,21079534,109125778,31086725,2135,
1,74687,20726410,4863570,417,8223763,6027523,261,1203380,3710816,9799380,20285840,106384593,31074225,1093,
1,92500,22345361,4941174,834,8223086,6164658,313,1146869,3752170,9726880,20671723,108436042,31119382,1927,
1,90260,20780785,4995288,573,8283137,5900128,260,1023224,3794461,9883754,20771515,106877247,31099434,833,
0,70521,20206674,4829820,729,8377199,5089715,157,1187338,3722951,9278810,20656776,104826631,31101674,2552,
1,75729,20202611,4955080,885,8340481,6200074,886,1233797,3775815,9643339,20265372,106217041,31141621,729,
1,80989,20348861,4969924,1093,8307981,5876587,157,1093693,3791961,9643391,20943702,106651310,31239954,1042,
1,74323,17206793,4926747,573,8372303,5928774,261,1162494,3737170,9679902,20183758,102743412,31122611,730,
1,88593,19217824,4969924,573,8509595,5903722,156,1028536,3772638,9737609,20861827,105687774,31206829,2396,
1,68176,19761207,8652458,416,8233085,5988200,313,1104734,3737950,9510943,20050997,108605520,31142142,886,
1,82969,18424182,5125809,730,8348918,5819660,260,1037912,3784566,9777713,20692973,104760486,31212558,833,
1,89687,21437085,4983830,469,8271158,5862784,261,1033641,3809409,9663808,20920681,107585681,31174694,885,
1,71511,18290850,4959768,573,8354022,6184502,208,1163119,3688159,9671360,20062403,103911949,31121413,2604,
1,82395,20659744,5042632,677,8293345,6030648,312,1115880,3725659,9667402,20335735,106594904,31241204,1041,
1,105625,18042049,5088361,677,8393345,6247157,156,1193327,3726128,9726568,20835890,104790642,31168079,1146,
1,74010,17435697,4955966,417,8338189,6026117,156,1097338,3687326,9543288,20356412,103174035,31184069,573,
1,102187,21977863,4958102,469,8260846,6032523,209,1133953,3658107,9608339,20848337,107972189,31086256,3385,
1,93333,19023242,5213986,417,8354179,6024919,208,1183900,3706597,9592193,20861462,105403556,31097194,677,
1,72760,20291674,8600636,417,8083867,6047680,312,1067391,3704097,10078285,20127768,109609890,31138235,1093,
1,97499,19853499,4898622,469,8291158,6054294,208,1119110,3650347,9654901,20976357,106188657,31241568,1042,
1,72552,20686359,6105440,573,8176055,5964503,260,1086348,3745190,9563495,20180580,107132506,31148340,3958,
1,89010,19856988,5065444,625,8372252,5951638,261,1107859,3796388,9630787,20440370,106017355,31212610,1355,
1,109010,22009009,4946434,417,8148086,5963044,261,1075984,3774513,9660630,21068493,108387500,31201934,989,
1,67187,17357469,4845966,260,8498761,5954294,208,1158588,3725607,10241930,20791879,104510435,31496411,781,
1,81562,20163914,5485026,1094,8515845,5815910,208,1053588,3850086,10213232,20560891,107262818,31167871,4687,
0,68489,16035861,4977372,886,9320424,5163100,156,1045619,3777586,9697089,20184851,102056385,31347349,1563,
1,83124,22307288,4963674,364,8257930,6044085,208,1194838,3834878,10007400,20319589,108626041,31251777,781,
1,67239,20093133,4867320,364,8361730,6065179,156,1216036,3801909,9801047,20287663,106135792,31203861,938,
1,75885,20792661,4869612,677,8339178,6180439,260,1222338,3883575,10030628,20656932,107625420,31223496,1823,
1,67031,18253871,5242684,573,8262981,5977731,208,1133953,3926335,10210264,20419433,105088037,31240162,781,
1,73750,16809919,5129142,625,8343815,6055804,313,1078693,3862429,9821567,20449537,103399764,31405266,1146,
1,82551,17511635,5081955,573,8396001,6032367,209,1165724,3873888,9716255,20783858,104318666,31268027,937,
1,73437,20919691,7294600,730,8185534,6128044,208,1214265,3831596,9756828,20959587,109900566,31188496,2084,
1,72031,16734191,5260651,417,8372043,5947784,261,1041349,3793211,9925369,20219226,103108306,31281933,938,
1,82031,16425858,5020966,990,8498501,6079241,208,1032027,3750294,10000056,20373600,102957631,31355839,937,
1,71875,18303089,5101798,833,8319439,6443094,261,1410722,3827742,11221873,20377715,106507248,31164486,782,
1,70260,13544518,4877529,365,8013555,7062779,521,1761085,4156230,10741771,20426829,103444659,32089481,1511,
1,111458,17403615,4889195,729,8679021,6401219,365,1346713,3896596,10422815,20455944,105536941,31512713,833,
1,73333,17144032,5043205,469,8579230,6203564,208,1064110,3763472,10050525,21101618,104428248,31138340,1354,
1,75312,23739105,4853258,416,8250429,6036377,208,1038849,3791649,10158961,20812140,110095096,31080006,677,
1,76927,15467165,5264506,625,8832510,5881066,313,1064213,3854356,10070733,20406047,103096067,31789118,2239,
0,83854,14512430,3818888,625,9834953,5081954,156,1072651,3894669,9787869,20993024,101164097,31781618,625,
1,73750,22239112,4231334,521,8532824,6282522,208,1334838,3940137,11032551,20420475,109486245,31098028,729,
1,78593,16671638,4416541,469,9452976,5814243,261,1087859,3855555,10147295,20843181,103914397,31251360,729,
1,81354,16985491,5804139,2760,9190268,5952784,208,1066245,3800347,10120264,20944899,105327306,31114590,1979,
0,76406,16924033,6016586,1094,9709380,4951174,156,1133536,3785138,9650058,21050419,104735955,31156777,1302,
1,72708,15681227,4034096,417,9339538,5834920,260,1165880,3759982,10175471,20686515,102632892,31552921,729,
1,76301,16080808,5718150,729,9316935,5845128,157,1051401,3869253,9994118,20840838,104661060,31496828,677,
1,83437,16464140,3959877,833,9638443,5893513,364,1053016,3650504,10192242,20988389,103553669,31331256,1875,
1,80103,25625137,3578525,833,8250534,5972836,156,1055881,3649566,9991411,20966566,110546969,31105944,1146,
1,76042,16841846,4117272,364,8501678,5983826,209,1165255,3670920,10132035,20597505,102783204,31396516,781,
1,86770,22697131,5310912,521,8420220,6004763,260,1072911,3650659,10055212,20284798,109009320,31164850,938,
1,80781,26556175,5142840,312,8003763,6150075,156,1112182,3881180,10865104,21001879,114128671,31106049,1875,
1,81927,27433827,8588083,312,8154284,6248355,156,1189525,3804722,10174899,20591412,117576883,31068653,781,
1,70468,28141792,4936695,313,8006732,6106846,208,1230983,3825607,10340107,20918545,114900645,31099225,781,
1,73280,24974620,5203569,573,7995691,6665541,208,1250463,3855554,10922500,20226100,112512897,31087715,937,
1,72917,27694502,4995184,417,7978712,6005440,209,1072807,3774149,10026410,20890368,113843880,31084278,1875,
1,70521,17877570,3882585,364,8552615,6221064,208,1391816,3720190,10905469,20760474,104934027,31269693,781,
1,73802,15743466,5428359,625,8548813,6055544,261,1201817,3752065,10127035,20719849,103292368,31342194,834,
1,71458,16325494,5181642,520,9332716,5822263,1042,1021037,3755398,9940890,20316569,103187629,31153756,1093,
1,102656,17145907,3578004,677,9557350,5833461,209,1048016,3740294,10120941,20418444,103280962,31432713,2656,
1,82187,16221068,4575968,416,8607146,5898878,261,1193015,3770555,10068754,20392350,102542216,31418182,886,
1,83125,17025074,5018622,625,8669802,5671327,261,987964,3778367,9288289,21082034,102720131,30855685,677,
1,72968,22108800,4674092,521,8231783,5877628,261,1145672,3788575,9786568,20957295,107707347,30787977,937,
1,109739,16409608,5018153,469,8801625,5681118,313,1013745,3865762,9696255,20185788,102060551,30999226,3437,
1,88229,21853645,4642218,468,8087409,5912263,208,1166192,3857325,10684324,20769536,108136928,30763810,729,
1,73333,15772268,4976695,1198,8654489,5747837,365,1006089,3883002,9709328,21073232,102174874,30993966,938,
1,78645,16007475,4045762,729,8714594,5891170,261,1062964,3897950,9911515,20562141,101537898,31069330,677,
1,73958,16156172,3604254,678,8714073,5814243,260,1141921,3654149,9634693,20665369,100943942,31201413,2240,
1,95155,15995704,3670556,1354,8510220,5776378,104,1010985,3614306,9745839,20406933,100357435,31226412,1145,
0,79062,14876126,5705025,1406,8253086,4945029,261,1069526,3648472,9293184,20395683,99537647,30962611,1198,
1,109219,14882220,3736024,729,8572146,5856170,209,1194474,3686857,9623860,20774535,99867072,31118913,1094,
1,77187,15709300,3326547,1302,8641000,5628150,260,1061505,3767534,9638704,20372037,99645146,31127976,2500,
0,111146,13816601,8029076,677,8537719,6749863,417,1159057,3931960,8200221,23035358,105457097,31468338,2083,
1,105885,16777003,4934872,365,8538917,5817055,209,1164630,3813003,9545006,20885472,102860651,31036049,885,
1,80364,15974350,4165761,625,8767823,5973305,261,1121349,3817794,9713026,20521151,101324930,30926102,833,
1,74635,15977683,3245661,312,8566990,5799452,209,1114786,3638888,9540839,20529641,99802333,31073184,2604,
0,74374,15406281,3825242,364,8693499,4782529,156,1125619,3699774,9327767,20337975,98798901,31225944,781,
1,86145,15196698,4633103,573,9118706,5810649,156,1228692,3677326,9615006,20128393,100734100,30911310,885,
1,109739,16361119,3373942,729,8533292,5653514,469,1103119,3611441,9586829,20949222,100737693,31146048,625,
1,77031,15755862,4069303,729,8970218,5677525,313,967756,3684253,9153914,20513756,101304722,32146773,2031,
1,99427,15296437,5180912,469,8505272,5630754,208,940777,3695920,9321674,20402559,100378059,31008288,885,
1,92082,21397658,5141381,521,8132618,5831326,157,1185671,3767847,9702350,20409694,106744955,30810946,677,
1,73646,15972944,4229771,3333,8815061,5789503,260,1111610,3698784,9609485,20033706,100586600,30921518,990,
1,107083,15109615,6016898,5677,8422980,5700910,260,1014579,3631805,9587454,20611307,101388367,30839071,1771,
1,76979,17487885,5544192,573,9565944,5798566,157,1022807,3667639,9892088,20972920,105477930,31169485,729,
0,79323,21851301,3716284,417,8874645,4967893,156,1146870,3685920,9493861,20606516,105772096,31103757,625,
1,77656,15979767,3763263,313,9387403,5860701,156,1146036,3649462,10257347,20776828,102724246,31540734,730,
1,76198,14194359,6747780,729,8665115,5700754,209,1019734,3849930,10138076,20498391,102576486,31384329,2447,
1,71250,23504679,3787533,313,8627875,6014034,208,1200254,3896283,10320107,20647505,109505568,31186985,573,
1,74531,17010283,5145340,573,8772614,5845180,208,1071558,3784357,10108805,20713182,103800334,30962091,1042,
1,72708,25880918,5529400,312,8040326,6157574,312,1144161,3821180,9744641,20498547,111899045,30791623,885,
1,82708,24196759,4848518,468,8041316,5927003,208,1152338,3759930,9439955,20276569,108796404,30712248,2187,
1,130104,25756700,5651223,313,8023347,6174814,365,1288588,3835503,9786723,20211517,111841390,30750581,990,
1,71718,19928706,3558942,573,8167878,6108096,261,1344317,3884825,10635626,20629068,105396004,30810737,625,
1,77916,15369249,4139720,625,8654489,5926378,209,1024422,3833471,9892452,21017347,101154878,30929226,729,
1,80468,15960079,3538265,2136,8638656,5636275,157,1021558,3870866,9566204,20259069,99987437,31119486,2239,
0,105416,15862163,3931179,417,8499543,4844143,260,954318,3919304,9388236,21070316,99942020,31099226,624,
1,80520,15007063,4326334,677,8548761,5563775,157,1069266,3840033,9545891,20911357,100320821,31133704,885,
1,75416,15048261,4136491,312,8413293,5753098,208,1141349,3896335,9804588,21073700,100760454,31125059,677,
1,79844,15912424,3654305,573,8491366,5805284,677,1079058,3658003,9795682,20329017,100306237,31207558,2083,
1,76145,14829773,5507994,1510,8508084,5800545,365,1051245,3639722,9354955,20991149,101071337,31007664,729,
1,80364,16214713,6612572,833,8350845,5797160,208,1017808,3628368,9595840,20953337,103336066,30808914,938,
1,84374,15929091,4020814,677,8571000,5662785,156,983746,3653212,9124279,20428339,99780094,31059539,781,
1,113854,15184354,5196537,365,8638917,5789243,208,982079,3685243,9770422,20574953,101396075,31194694,1927,
1,77708,15231177,4812529,469,8733343,5774556,417,987235,3652065,9836619,20517922,100852328,30967404,677,
1,73229,15619196,4133157,521,8775270,5809503,208,986401,3659097,9745474,20113445,100335768,31059018,1250,
1,112760,16016434,4006387,468,8826937,5609348,313,954995,3693316,9350997,21090367,100878109,30922872,885,
1,88229,22766297,4993987,468,8024232,6011273,260,1246817,3662587,9631828,20819275,108286928,30769436,1875,
1,85260,18728400,3609775,313,8088191,5744295,208,1184422,3622378,9912140,20503964,102713725,30953757,729,
1,72916,16236589,3505452,1146,8335741,5800337,261,1015255,3604566,9676359,20658339,100327383,31141777,781,
0,76510,16371536,5018673,729,8854228,5035288,312,994578,3614879,9270268,20306257,100837953,31009486,833,
1,83542,21865208,4458989,573,8122305,5647785,208,1090464,3972689,10086618,20283288,106667456,30780998,2396,
1,74010,14904459,4124824,417,8578083,5656379,260,1055516,3929982,9859015,20338079,99820353,31017038,677,
1,74375,14988887,4259459,521,8559959,5598255,156,942183,3908002,9533236,20482402,99669208,30968497,677,
1,120103,15190187,4379094,365,8625532,5640494,1667,964058,3913419,9428079,20972451,100497850,30988132,729,
1,79218,23201867,3694462,469,8100690,5891795,208,1179108,3714930,9599902,20726463,107275422,30834383,2188,
1,75468,15920132,4900966,573,8746625,5682265,209,1038484,3786805,9654797,20435162,101563209,31017716,1354,
1,83072,21800052,3785399,677,8792510,5812316,209,1029214,3758524,9686672,20782140,106616259,30828185,937,
1,74114,16186745,3634775,625,8498084,5931169,1042,1033381,3746388,9650995,20634276,100897067,31198600,1250,
0,72500,15997110,5061538,572,8917874,4819717,260,978381,3839097,9233289,21097347,101305972,30944539,3490,
1,108385,23805407,3612170,468,7946680,6049294,261,1260619,3872117,9687193,20463183,107816826,30757248,834,
1,85000,22406403,3619461,625,8277148,5786014,208,1104942,3847534,9931462,20926358,107047037,30813758,834,
1,73854,15407218,3650920,313,8251471,5857785,260,1010255,3845971,9925942,20249486,99812281,31294068,937,
0,76250,15088521,5615754,6459,8411835,4927685,208,1209213,3625920,9246987,20389016,99850093,30883341,2188,
1,156093,14941959,3616441,521,8633031,6147835,261,1142754,3584097,9907505,20643651,100261862,31202142,833,
1,78854,15476748,3623941,729,8664021,5732837,208,1017183,3649566,9561569,20813598,100084571,31159954,782,
0,72708,14483107,5943305,572,8134648,4998674,417,969683,3625556,9342716,20982556,99712594,30904956,989,
1,79947,15596436,4336646,677,8736000,5765337,156,999891,3859044,10201722,20806879,101588314,30918758,2500,
1,73281,15999194,4037741,521,8750583,5674140,260,997443,3823784,9210164,20452246,100429882,31091049,729,
1,100469,21500105,3844721,833,8356262,5702420,313,1006037,3865294,9814537,20160840,105378973,30781988,730,
1,84375,15838517,3950918,416,8516157,5641327,312,938849,3891961,9529642,20723390,100472538,31017142,781,
1,126823,24046551,3832117,677,8074961,6106846,261,1308639,3667534,9601152,20790108,108616613,30792768,2031,
1,71405,14922845,4382427,677,8453397,5666118,261,992183,3729253,9313185,20496412,99292648,30931622,937,
0,167499,16926221,3963783,469,8627041,4837477,312,955672,3702951,9201050,20959691,100594517,30987039,782,
1,88125,15556123,4490968,468,8491834,5997575,156,1195151,3695712,9651516,20331152,100824672,30970060,625,
1,126250,16402369,3992273,625,8629281,5716274,261,1111296,3690868,9826463,20434329,101172274,30947716,2031,
1,94167,14388837,7944545,677,8452511,7204601,156,1220828,3749513,8318241,22494944,105643763,31365370,1980,
1,135729,28207156,3509462,417,7871212,5953148,312,1196452,3803367,9741985,20286673,111761911,30783029,1094,
1,130155,16908252,5666483,677,9436882,6053148,209,1065412,3746597,10200784,20956254,105565847,31147038,937,
1,72708,16233516,6706114,364,8940790,6064867,260,1159682,3697847,10070108,20142612,104541477,31203704,2344,
0,75676,17174553,4047377,468,9577089,4806123,364,1134213,3623785,9448497,20154747,101581387,31253704,885,
1,80051,22980879,3712847,625,8321471,5981899,313,1218953,3714514,10006670,20959847,108356615,31082611,833,
1,76094,16868929,5239349,469,8606885,5859764,469,1137391,3575816,9654068,20504120,102702631,30926518,729,
1,71041,25309409,7831265,416,7872618,6099242,156,1221192,3811961,9891932,20432818,113512893,30739749,2031,
1,74739,24215769,4813049,625,8183034,6104554,209,1225827,3796805,9733703,20281413,109444527,30756207,729,
1,75573,23693688,4834456,834,8089232,6163304,157,1211140,3798002,9698339,20172351,108735415,30740737,833,
1,81927,25843887,4766696,416,7912462,6169033,208,1252286,3799826,9705213,20371829,110861238,30719384,990,
1,81302,25424410,5461745,313,7888192,6142314,208,1213848,3683003,9620579,20897295,111396444,30693290,1979,
1,104166,23767594,4839924,677,8025378,6216376,208,1228588,3673419,9752558,20622245,109221611,30752508,833,
1,70677,27547836,5951898,312,7866785,5918149,208,1204369,3710295,10076878,20167664,113570339,30807664,1094,
1,81978,22000207,3775190,417,8480480,5744817,208,1070255,3666701,9550735,20458912,105827617,30736050,834,
1,90156,15595915,3952273,416,8525272,5956013,208,1111610,3741440,9640267,20526828,100618631,31175371,2291,
0,80520,15514769,4083990,469,8439022,4865237,156,1062599,3755139,9320840,20217559,98801349,31174278,781,
1,85780,21358855,3822221,781,8690427,5874868,312,1215984,3865710,9855682,20133862,105953970,30775477,834,
1,94739,15630602,4075970,312,8659698,5687212,156,1064527,3797065,9884849,20361100,100471340,30958080,1093,
1,83594,15656643,4226021,730,8671938,5913305,208,1166453,3632066,9895057,20315579,100793109,30951153,2604,
1,73593,15173625,4079928,469,8687458,5758514,209,1088484,3670451,9844328,20315683,100023842,31062507,1510,
0,74948,15729507,3586493,572,8194336,4991330,208,1108797,3685138,9358288,20361465,98360100,31002872,937,
1,111093,18027934,3685034,417,8082930,5857212,157,1276088,3693316,9604329,20666723,102180343,30905633,2657,
1,83437,15419874,5879711,1563,8262929,5790441,261,1096401,3895138,9760786,20380371,101787740,30926935,2448,
1,81198,16311536,4864456,468,8877196,5819295,208,1053172,3860346,9791359,20665004,102469664,30877560,781,
1,79271,22311403,3727169,1042,8569334,5645702,261,1064682,3878263,9363288,21037659,106648341,30717300,937,
1,74583,15414978,5031122,364,8573709,6031013,208,1149942,3806961,9695162,21103544,102097634,30945268,1094,
1,74270,16827836,5027007,625,8481314,5742576,261,1005933,3925033,9627558,20274122,102229665,30897977,2604,
1,83437,16116381,4921487,520,8709854,5720285,364,1068380,3943002,9760161,20419537,101922427,30901727,834,
1,81719,22753693,4660446,417,8068503,5916013,208,1253640,3922794,10174327,20806150,108657603,30746987,885,
1,83646,15944975,4831644,677,8640375,5838670,261,1192025,3982064,9930369,20348131,101985708,30945893,1146,
0,74063,16005079,4183678,834,8838447,4827528,260,1042547,3864513,9434851,20998441,100552069,30972039,2187,
0,81718,15271750,4873675,365,8544177,4820966,156,1210619,3863158,9523288,20724224,100148894,30953966,990,
0,101458,15692789,4462062,781,8715323,4943987,209,1255932,3815867,9447715,20412402,100201185,31016830,938,
0,128281,21195992,3703523,521,8454283,4897268,156,251193689,3726701,8033294,20248914,352722524,30793498,1094,
0,235884,16903565,4912112,1666,8150534,6873769,365,258613965,3819513,7962253,20567036,359947802,31518182,2552,
0,179426,23319003,11019270,990,8345324,5076226,312,255045233,3866283,8069805,20414433,366670425,30997611,729,
