FPS:,30
ResolutionHeight:,480
ResolutionWidth:,640

ObjectTracked,WebcamRead,GaussianBlur,ColourConversion,SelectMode,InRangeMorphOpsDisplayDirection,TrackFilteredObject,PIDDist,Facendi,PutText,ShowImage,TimeWaitKey,Frame,MorphOps,DisplayDirection
0,65983,4702628,1701559,170,1340302,763164,60,20806632,606653,1449800,20780504,53461144,1137900,602,
0,81370,3154034,1366604,355,1064195,810585,60,22471342,1056249,2680610,20805877,54747784,1139857,1278,
0,70179,4626673,1900531,177,1237694,571245,33,22878931,895809,2176612,20242808,55965093,1249056,384,
0,71198,4656509,2463655,559,1615158,784213,54,20329290,867450,2103726,20933517,55120279,1180619,472,
0,73638,5687196,2365809,426,1179181,762608,55,19411480,570303,1412306,20313984,52903039,1021153,463,
0,66112,3820320,1561735,362,837945,1382744,58,5013808,786964,1571844,20219541,36086575,715776,1087,
0,53739,3066157,1347297,686,1332898,1058876,79,24544027,1054809,2491818,20384972,56996192,1540890,500,
0,67079,3957089,1723307,590,1252236,757543,70,20510414,801067,2195651,20536388,52704528,797748,376,
0,59984,2896049,1906354,579,1124475,954399,85,33985248,932636,2288725,20652627,65948567,1041334,417,
0,63287,2385428,1416943,487,1198973,769918,70,23113666,560919,1733867,20430181,52812987,1041965,772,
0,52643,4733291,2075003,368,1638005,478953,33,4674553,585151,1551018,20173071,36759443,682516,402,
0,54208,4019580,2229509,378,1033199,807095,57,20899576,765623,1729731,20292016,53029692,1098412,515,
0,55954,3439662,1305676,316,1019311,450981,33,27158003,618471,1609880,20394901,57131217,972237,384,
0,75935,5178995,1812187,536,1117418,795246,73,22612537,865151,1945132,21024241,56843397,1282240,1306,
0,61444,3132645,1654495,392,1945423,737838,63,31288422,617694,1900340,20565560,63730607,1726002,476,
1,57489,5002342,2549813,289,1807739,1894187,77,22646701,801156,2184859,20259744,58397571,1068389,464,
0,57394,4348936,1652952,186,1197443,863979,65,23605932,613946,1749931,20193632,55178821,788593,442,
0,71679,4395776,1951625,419,1295222,676411,60,20295286,1042652,2388094,20606124,53975316,1136719,942,
0,62150,3748815,3144214,472,1397782,784511,67,20112007,601176,1802659,20663435,53338162,920378,631,
0,51925,4210668,2438765,526,1273475,748377,53,21455448,874886,1936908,20760506,54706716,844591,447,
0,58702,4951523,2601192,171,1318481,649293,58,22627027,1022095,2344432,20360340,56996376,949332,778,
1,69597,3413994,2028460,201,1147915,1200900,63,23471871,764070,1928616,20614606,55811438,1066723,970,
1,53958,5599745,2310295,203,1598001,1020704,43,319076,942292,2279078,20547669,36054112,1259437,473,
1,60185,6667235,1529323,167,983006,968834,35,314222,976878,1531921,20279459,34159165,740279,433,
1,47230,6753429,1608278,250,1287306,1168828,47,184681,633462,1703922,20786090,35276622,1010439,379,
1,52910,6402684,2127253,190,905961,923304,52,237422,990746,2382175,20772333,35790112,897692,945,
1,67664,4687473,5349548,176,1304792,1805409,41,231259,768620,1626053,20574409,37509838,975596,1118,
1,51339,2852854,1891921,183,1377378,1324787,81,350082,916344,1802461,20298014,33496695,925143,551,
1,88104,2987677,1916231,183,1788513,1214270,73,336435,1035632,2458053,20451404,34118066,1639785,427,
1,69980,2927902,2801881,159,1785702,1045109,32,190944,601254,1522723,20764681,33485256,1221287,1266,
1,82319,2980324,1772396,183,958486,1203874,58,248863,827402,2287763,20265953,33520050,927480,410,
1,70439,2853330,1854207,203,1669344,1371912,72,341628,1219601,2266584,20209773,33575436,1585737,448,
1,59544,2508175,1862313,308,1064183,1327017,86,436811,1203657,3088238,20766622,33465421,1043522,558,
1,55092,2281155,2179906,188,1111633,1235796,69,275320,1091312,2617108,20220229,33491127,1140155,1101,
1,51417,3803094,1425907,171,1100145,1010717,53,254269,836391,2037890,21069990,33530977,906191,428,
1,62380,2955256,1649689,306,975962,1180839,71,244705,784457,1948761,20632045,33516696,936063,524,
1,62166,3340345,1365873,266,1063172,998515,37,279568,969786,2094863,20803182,33543941,1097066,441,
1,76350,2568729,1527612,212,1472704,1086439,57,206628,750333,2645101,20910438,33578919,1178171,1090,
1,73021,2358636,1643033,177,1098772,1198095,60,245669,848759,1991157,21047565,33486129,1042789,467,
1,76097,4421779,1482404,164,693562,948849,38,266494,722715,1441892,20755362,33484110,653224,386,
1,66658,2887370,2104078,206,1208377,1000459,57,302185,937689,2165988,20828859,33471515,966547,436,
1,72262,4863744,1486956,362,1302420,1076473,58,309110,1022986,1702533,20776515,33869537,1158968,868,
1,56446,2234134,1536008,196,894040,1179289,49,336584,1262289,2947165,20548389,33479507,1273080,526,
1,52707,3896642,1777768,316,1427203,1293500,31,173131,586407,1471714,21011483,33478784,1283147,530,
1,64114,3645460,2291425,175,1025279,965047,36,190961,732623,1722665,21073057,33432257,713476,354,
1,72055,2095135,1403354,182,933114,1105239,33,234946,949691,2268828,20885639,33466779,991259,1404,
1,55225,2761921,1794715,321,979328,862856,39,192416,827629,1808281,20928550,33463839,1117389,432,
1,58322,2771624,1399600,177,1092180,1106442,60,270762,966920,2452595,20286807,33488976,988113,431,
1,62009,4934697,1318290,212,1092950,939914,31,178516,715730,1567880,20994174,33455571,646436,385,
1,61663,1907677,1288023,150,1030303,1004168,44,260008,888970,2027925,20588660,33499700,978956,1025,
1,60644,4098670,2051723,385,1408080,913367,51,225979,764341,2176124,20122720,33490930,900321,440,
1,79514,3805096,2238892,213,1346110,1071559,35,198386,784260,2216745,20601875,33420367,968631,396,
1,64921,2476431,1622728,203,1294645,1100923,114,346538,1220834,2186906,20786045,33487501,1354428,562,
1,85825,3240800,1718837,199,1437915,982571,86,265545,1356967,1739007,20204769,33483969,1170440,947,
1,77066,2052829,1362641,296,1330316,1282209,56,311896,1203035,2843103,20781857,33535220,1019188,539,
1,78483,4194516,1889053,190,910475,882610,36,257675,853238,2078904,20452346,33493855,715778,429,
1,57281,3084518,2994306,213,1581744,938520,80,272220,1076473,2367147,20984392,34708554,1226891,383,
1,65952,2573104,1740411,367,884264,1120197,68,286416,896559,2150921,20153269,33545198,962631,953,
1,75648,5216613,3066861,188,1147548,1720051,58,183917,805564,1523586,20563071,35377863,942461,456,
1,64489,2187545,1574722,185,828229,1074121,41,376557,768769,1771956,20885496,33497243,1163037,939,
1,71032,3336530,3156609,184,1327291,961809,49,225204,704530,1786527,20337210,33466392,734279,434,
1,86762,2601510,1620970,312,997806,1266333,43,241601,882448,2001028,20146797,33455963,881776,1147,
1,58834,2243899,1528457,234,1264022,1185267,37,207867,727117,1755975,20742988,33468507,967420,985,
1,69067,3943369,1425824,149,1199785,1003157,42,273710,1033247,2372559,20934813,33416643,1059560,546,
1,64276,2849260,1691580,260,1623588,1095322,58,317516,1112367,2230737,20880865,33483091,1137040,484,
1,75172,3394851,1351363,179,843726,942307,57,176809,713085,1820479,20340774,33491559,751006,842,
1,71305,2514073,1604461,184,986927,1025924,33,300263,760162,1756550,20316121,33477783,881641,465,
1,80595,2712974,1912668,229,1617792,1424554,61,314019,1082514,1974726,20490345,33472802,939633,457,
1,68268,4324188,2256167,238,1127984,943832,39,208462,666378,1670697,20159580,33466578,724785,429,
1,61511,2834779,1556678,195,1621390,1072972,31,372534,736874,2388752,20705020,33483081,1133092,851,
1,84538,3189487,1991199,188,956799,1233456,72,227492,869341,1949798,20404651,33478874,826026,413,
1,73762,2808683,1433861,174,1223536,1060964,62,187848,1331181,2214590,20345195,33513592,1133819,400,
1,65518,2257045,1657854,201,913645,1188385,58,188118,649537,1591623,20940913,33517042,953256,436,
1,76824,3071666,2013201,171,1344648,1032914,32,232307,675752,1616744,20901861,33449364,1286169,911,
1,78914,2916904,1536789,175,1051270,1015628,48,273552,983176,2394383,20847545,33512431,951971,425,
1,68133,2616561,1362597,187,1287647,1055630,45,245458,866894,2112963,20782675,33469388,899355,496,
1,67270,2832985,1285708,176,1341910,1062205,50,263712,1265044,2061037,20823324,33477345,1546148,544,
1,54262,2384122,1469360,189,814993,1047952,41,189195,641149,1652651,20750294,33526322,685298,937,
1,60388,4276157,1535294,173,996379,1084632,61,178624,557630,1466583,20281692,33499531,589973,379,
1,80718,2840407,1773589,208,1539846,1163784,50,177555,619776,1497914,20707804,33478186,1034224,492,
1,58610,2528437,1628914,214,1163107,1198526,42,203974,750072,1748695,20264895,33469312,780602,497,
1,65350,2226815,1655527,219,1524511,1150190,56,287217,963158,2300930,20204397,33503212,1035235,941,
1,63741,2553092,1672873,373,1058467,978238,31,238628,862520,2035096,21114368,33480895,850110,557,
1,68331,3784713,1320360,149,1226871,1022562,45,298344,989922,1735030,20694053,33454012,1099125,451,
1,74708,2231133,1660341,231,923078,1139093,54,281998,917211,2589682,20382332,33493802,956406,451,
1,77067,4157249,1364729,288,814325,1051120,39,254565,852178,2040325,20974595,33475023,825510,945,
1,53429,2961654,1378726,293,1072349,963254,56,259116,883350,1680433,20996775,33491305,892958,500,
1,78945,3487888,2069129,192,1347999,1054844,35,189503,658942,1623611,20810629,33511248,972499,453,
1,63138,3001773,1638969,190,1200560,1032515,57,213141,750255,1749186,20669254,33473256,721962,442,
1,72321,3172998,2063246,230,1401846,1086479,56,210780,736135,2056959,20118176,33482305,1171501,1149,
1,70078,2915825,2224754,583,1741690,1042075,40,264583,1154581,1471505,20664358,33493149,1059657,484,
1,77046,3805387,1291623,161,1075135,1068497,44,344178,1106108,2003948,21196185,33495134,1093761,463,
1,96421,2705913,2062535,243,1115116,1255366,63,259735,915798,2167012,20151883,33484930,888841,421,
1,75823,2633360,2176745,279,1632319,1002494,34,195784,673252,1606230,20153846,33481891,996622,1023,
1,80000,2993679,1367514,173,1031403,1083924,33,235606,671872,1677255,20943222,33533518,705420,503,
1,66020,2424784,1787729,216,1592608,1576895,62,351660,1117847,2196194,20572191,33489649,1058692,460,
1,66707,3285494,1864294,181,1315525,1332831,67,320974,1107074,2128514,20577262,33460632,1062190,509,
1,72959,2675277,2057945,351,1221927,1197319,44,222086,1275328,2262460,20856672,33482758,965164,825,
1,70427,4209740,1768500,188,1096131,1016774,58,201758,727217,1706270,20696470,33487771,688547,391,
1,60342,4277547,2064791,333,1513647,1006880,54,286442,1040795,2428448,21071404,34823640,969244,478,
1,73380,2677967,1733774,402,1863498,1071001,37,187619,765668,1686635,20729077,33476214,907430,394,
1,59874,2318239,1263961,398,811129,1268693,37,218690,707115,1676986,20737709,33478986,1171721,1095,
1,80197,3095946,2063425,215,1190914,1063140,42,275838,1054808,2793168,20564701,33508574,978589,436,
1,67420,2592434,1473902,200,894264,1066226,37,210212,725503,1657786,20934068,33482608,682675,513,
1,67122,2853383,2239235,221,1255657,988748,32,203594,704927,1683247,20742701,33483547,1359456,397,
1,75411,2690220,1362314,176,1387873,1021651,48,283901,997414,2196372,20646104,33485243,887865,858,
1,73678,3207504,1426874,188,1633964,1076760,54,309017,1156467,2080538,20820849,33483127,1070957,548,
1,65591,2825967,1289564,229,1218148,1023612,30,173197,986843,1801809,20183771,33503873,1222064,402,
1,99960,3057918,1400358,163,753483,993120,50,173886,659802,1538629,20924285,33484595,606867,432,
1,72545,3768717,1310986,298,1220415,999216,59,266138,906917,2169405,21018162,33476986,893087,992,
1,73655,3195833,1757898,344,1336769,1148044,62,250570,905694,2151986,20134339,33486655,823584,428,
1,66409,3142309,1552338,183,922773,1304215,76,319253,1110680,2601884,20316621,33558199,1084225,499,
1,68178,2907925,2299978,178,1152943,1035395,39,258779,894666,2174534,20362858,33507982,942664,401,
1,75970,3826441,1385061,194,1050730,1259725,50,277598,1016444,2173874,20813928,33484784,888757,1013,
1,77038,2628227,1291437,205,1083643,1072573,55,353719,1104529,2262504,21113304,33481671,1059985,758,
1,76703,2685812,1700603,178,1070969,976252,51,264261,1006231,2404448,20325119,33496363,987060,427,
1,76913,2640980,2056567,215,1301475,1040884,40,166848,607125,1454600,20153875,33503073,1064427,448,
1,58713,2357386,1768828,342,1327351,1119642,62,200010,688623,1715028,20860346,33519956,1451722,923,
1,73368,2414841,1682441,169,943502,828651,38,196037,894063,1879964,21017232,33467751,767793,421,
0,49441,3370705,1873977,189,1099551,671419,45,223801,555125,1445747,20703430,33487089,931822,587,
1,59525,2682923,1354272,175,1296396,998771,57,178036,939834,1874823,20299252,33524348,1121915,448,
1,71462,2622251,1334318,342,1214850,1016555,56,290470,1119363,2044337,20810780,33503201,1103038,948,
0,52846,2306446,2456864,319,1581009,838548,57,248266,837756,1617881,20788301,33483683,1203970,527,
1,59467,4110567,1440200,175,1352944,1023251,40,252911,900411,2204825,21093451,33447607,906754,504,
1,86111,2834481,1284353,173,966550,1026168,42,252060,849937,1991194,20400523,33486719,823927,936,
1,67808,3215006,1288683,203,1035735,1022294,66,394282,1021178,2608113,20636135,33556115,892253,1038,
1,72051,2186559,1547602,192,1124135,1102409,62,247527,782974,1909084,21086006,33455116,769138,434,
1,55582,3640143,1299920,214,924031,938534,32,163876,569447,1469434,20488037,33458127,575724,383,
1,63762,2808760,1363728,245,1384786,1053337,42,314126,921807,2781769,20902005,33479711,903982,466,
1,76614,4649572,1282493,155,1035650,972631,30,225493,708625,1738386,20453840,33467647,817226,1002,
1,68328,2449876,1881459,206,1278196,924644,55,246760,952895,1783757,20698411,33485180,1091565,414,
1,96304,2801802,1360246,160,1628891,1030755,33,223695,781767,1896045,20787590,33481125,1032380,474,
1,68977,2790745,1227355,194,1622281,1041167,38,329198,1137122,2098943,20250582,33468221,1096592,484,
1,61229,2604998,1799356,180,1297845,1051709,32,338807,1108334,2548434,20175303,33490585,1063086,809,
1,76396,2226238,1359243,391,1041967,1097964,37,341047,1134481,2153378,20884353,33472494,1061175,583,
0,74164,4799615,2044494,198,1335823,685835,56,253505,862305,2253527,20207531,33515474,899004,440,
0,59233,3172816,1844618,238,1232339,832276,47,282796,1230873,2431992,20907995,33476724,1170445,493,
0,68485,4169739,1427633,158,1232306,812664,40,266827,1058764,1862748,20346895,33485106,959142,893,
0,73795,3127180,1601325,194,1245686,905198,57,20036453,1155769,2977642,21050760,53460260,1171398,514,
0,112687,2794631,2079607,429,1190907,788914,74,21360241,928130,2568223,21146956,53855391,773493,559,
0,52147,2223517,1297392,191,1138686,727271,65,21627992,1025555,2343654,20594994,52075093,943095,416,
0,59163,2477195,1366669,313,1376202,967769,68,36298103,1229576,2842694,20322954,68353540,1307910,1102,
1,49245,3369913,2103666,223,1671406,1304338,49,34171916,546826,1394943,20285269,66320860,1320671,541,
0,53567,4804188,3399979,162,1330999,777314,59,237261,628304,1488729,20456033,33910229,629971,394,
0,67667,4251541,2286228,183,1660627,838292,67,232153,838389,1463494,20214105,33443171,1066408,426,
1,51607,3690236,1397520,170,1336013,1078037,53,305697,1071884,2017310,20284571,33508288,1114315,1445,
1,75463,2460196,1450994,182,1012797,1034545,47,225048,777215,1865097,21116123,33481814,775635,510,
0,77336,3028886,1294616,197,1107048,767483,50,231400,809636,2536979,20173531,33498809,1027417,418,
0,62294,2073568,1444799,360,1099229,801432,48,248933,841472,2142004,20430217,33476105,824911,491,
0,72201,2896786,1900336,185,1297033,811093,37,215172,932886,2055719,20194871,33472899,942670,833,
0,64111,2839458,1452640,183,1087579,825264,43,20949086,947473,2444922,21021429,52726798,963355,572,
0,51690,3984713,1484583,358,1077717,706839,57,22189747,906034,2135800,20709836,54068663,719477,430,
0,54420,2581617,1775163,306,1453922,741250,61,36442120,607425,1350143,20145317,66208924,939442,435,
1,50672,2922651,1872477,177,1080468,1364045,49,26724158,591359,1509636,20740919,57821309,873356,1186,
0,66363,3130112,1993844,190,1155673,955193,57,302872,989961,1943472,20632114,33476596,963355,467,
1,71248,2358360,1873644,213,1669061,1172094,42,313056,1089377,1948061,20480275,33493069,1096280,466,
0,79895,2402305,1874899,213,958880,867741,59,322180,1123765,2077131,20406700,33479841,1009089,394,
1,62517,4836492,2006146,213,1034290,1054577,77,336244,1352340,2475984,20178729,34337859,892010,943,
1,57857,2270631,1659210,196,1082199,1179158,49,270053,950071,2189449,20598327,33488378,930880,426,
1,77058,2867713,1894193,365,1437804,1050422,44,280589,989387,2740380,20488932,33453244,981361,449,
1,89181,2664876,2057470,238,1984381,1032059,32,274696,982579,2185981,20789779,33480420,902746,491,
0,83066,3833528,1988274,555,1789527,790288,58,278921,634611,1617331,20775714,33509653,817870,881,
1,63531,2506757,1251619,156,1315548,961240,34,192799,696119,1835980,20593991,33455640,1248379,393,
1,56614,2659163,1790427,236,1042679,1056071,56,258594,929898,2165274,20203239,33471872,910717,451,
1,64613,2356183,1666254,158,1220513,1069176,60,351536,700949,2359639,20949871,33450029,1056333,463,
0,77023,2836785,1362980,173,1064893,1044822,48,274297,834111,2087284,20604482,33536072,777145,718,
1,86090,2649677,1911246,185,1266896,1063012,35,209519,744004,1746249,20889298,33484558,1094156,428,
1,87021,5660344,1822978,218,1076058,1054832,40,220696,659448,1656927,20536103,34136344,1216031,511,
1,71492,2830602,1671010,173,1385696,1635275,47,258673,859181,1639478,20793596,33475981,824643,419,
1,77608,4009299,2051185,183,1684495,1089798,69,274472,897440,2074636,20216410,33447747,845015,1358,
0,69563,4042750,1992615,228,1251511,796500,55,271835,1051031,2368262,20339459,33485021,983263,459,
1,67448,2712025,1621389,179,1051075,1218878,39,274896,957545,2215184,20754945,33488599,925768,406,
1,77979,3091813,1391051,181,1640924,1136824,48,303464,1014666,1887097,20471621,33478665,1094232,454,
1,79331,2966731,1364185,185,1172044,1130092,48,220996,734278,1789216,20129878,33552941,1076572,1005,
1,77008,3160197,2283227,218,1756904,1110699,66,253720,788921,1858760,20553001,33448176,1375599,512,
1,74143,2335687,1739909,201,1290972,1225821,45,371954,992661,2235194,21093691,33486366,847288,458,
1,61146,2665551,3002801,358,1168429,1099062,35,207729,720319,1641615,21025893,33478436,967406,466,
1,57631,3441590,2592028,231,1418625,1012804,36,242960,838300,2131898,21097091,33663704,720609,845,
1,71816,2763565,2321062,200,1581320,1000929,31,196990,846480,2368651,20705883,33518070,930565,442,
1,91301,2132815,1367539,201,1342880,1141667,50,288042,700686,1686906,20834263,33539413,1226289,511,
1,74296,3579924,1918603,190,1086016,1202887,55,225226,1025297,2462837,20637130,33452090,889471,439,
1,98391,2717409,1589024,170,1272235,1097660,34,227341,735363,1699778,20350972,33482216,1221402,969,
1,61384,4726017,1345396,292,1203126,1013125,53,194075,713283,1676110,20227277,33483473,681246,412,
1,71264,3662383,2184629,242,797931,922904,31,164433,584950,1491443,20747003,33497495,603665,454,
1,83371,4568335,1419685,206,1062230,1066012,35,261749,921549,2209290,20923020,33510138,888562,451,
1,76087,2738308,1727142,184,842983,1060477,53,231951,975443,1669770,20921395,33488913,1061104,969,
1,72436,2915487,1339795,166,1273136,1079393,39,215004,728945,1722217,21060581,33516870,1060015,494,
1,72613,2493046,2130495,195,1270339,1180633,106,365169,1067498,2097596,20779296,33483950,826956,444,
1,72701,2607217,1852079,174,2171077,1037169,63,250588,798707,2378147,20292281,33473936,969450,613,
1,68761,3677441,1301342,170,1102316,924026,30,213015,758671,1785938,20138551,33520006,857477,876,
1,65233,3558111,2271063,200,971008,1016090,48,227216,576609,1470630,20837502,33477462,846198,396,
1,73836,2834895,1971076,164,830824,969422,36,309707,947409,2515949,20371663,33470843,891328,424,
1,77759,2738735,1876996,209,1067554,1289321,60,264998,915859,2143322,20996924,33514478,907654,463,
1,76426,5017881,2325565,244,1248384,1051991,44,309311,871774,1544634,20934739,34609792,1130171,1013,
1,77203,2288027,1441761,206,1146286,1052698,51,196532,689534,1686931,20858682,33455273,924800,431,
1,73249,3145526,1308094,296,916675,1126365,51,285255,721217,1698265,20293582,33497052,1136654,451,
1,78889,2716659,1624641,174,1043003,1085604,33,208151,969882,2134268,20119433,33487914,1058514,491,
1,73524,2901397,2142060,203,1536279,1049672,33,313351,1103004,1366715,20714056,33477958,1076427,1245,
1,68995,4155884,1392393,153,1167051,1023488,50,319622,819775,1895794,20678323,33483355,805027,480,
1,62533,1908595,1421196,185,1209047,1106097,87,367723,1208178,2877146,20787960,33518294,1035747,445,
1,58948,2712343,1541534,315,1204034,1053850,31,219782,744055,1782354,20964029,33484342,1163245,402,
1,83869,2106435,1448304,238,1326238,1109642,54,215596,1161091,2400611,20329665,33515983,921410,1033,
1,81022,2349269,1657962,220,974651,1272599,39,293344,1064502,2542022,20915501,33486436,1062713,517,
1,58570,3657845,1644136,295,1359590,1068128,35,210789,732935,1691226,20313901,33552121,1092254,531,
1,72617,2279934,1487801,179,1051578,1074465,50,264564,920574,2132171,20472726,33521896,907436,421,
1,70231,2221053,3454668,204,1428996,1260949,83,308056,898403,2171039,20726731,33595337,943689,948,
1,84258,3794099,1211981,197,1437034,1038233,31,295294,1075160,1622065,20650298,33486004,1059323,487,
1,82859,2330590,1641617,192,1245456,1258474,55,284639,978820,2229253,20853930,33497824,1016259,462,
1,77121,3164717,1689710,229,1386539,1052461,36,195710,647158,1650654,21048213,33503075,650487,391,
1,78507,3957332,2803382,491,1100946,974087,50,209396,706688,1610150,20359646,33468467,719987,880,
1,87064,2709279,2579918,205,1030753,1075351,44,212418,724146,1800231,20223032,33460073,738929,431,
1,71751,2648262,3103653,186,1274725,1034697,42,266035,964434,2178247,20326916,33523011,809461,403,
1,67752,2123827,1611016,205,1150462,1112255,50,241828,866086,1990030,20322145,33477015,822136,418,
1,70304,2657591,1417379,191,1077819,1113481,51,233820,614071,1672864,20879510,33527962,1148557,1128,
1,79057,2849925,1916813,206,1033867,1283462,60,353904,1217672,1825699,20247693,33520811,821825,465,
1,73213,2260466,1762796,170,1153768,1247846,56,298666,983753,2122569,20579160,33474506,768365,450,
1,74117,4107217,1425437,164,1090889,1120024,65,290983,975424,2404307,20643269,33441973,1049950,423,
1,84277,3130702,1449792,181,996850,1620210,50,271840,890260,2243271,20324985,33474271,906050,960,
1,74704,2896781,1297288,196,1100005,1057274,39,207403,673633,1867024,20608429,33499556,1058030,411,
1,69753,2792974,2072908,197,1242487,1129344,75,349128,1199965,2352443,20324861,33471619,923000,413,
1,77409,2603613,2599185,238,1226452,1172113,51,200639,714160,1790069,20366977,33496230,750000,451,
1,63971,3091718,3072717,198,1328100,1006224,30,275587,1049111,2381801,20623198,34239813,1235033,987,
1,51960,5094909,1346438,182,855866,958222,31,206786,834055,1846712,20235251,33489910,716809,442,
1,72647,4614483,1305549,155,1229946,1113738,135,317446,1119296,1871899,21059868,33835018,1034311,737,
1,71322,3156829,2233766,196,1249486,1594164,47,224472,897432,1971095,20155285,33477335,1002527,391,
1,61499,4183819,1336032,239,1152100,1164953,40,211498,746146,1926546,21034596,33483850,853069,985,
1,60316,3921360,1979464,171,1337235,1080848,36,307579,1095480,2579222,20528529,34065360,1070565,454,
1,86207,2945627,2052393,172,1425304,1039045,50,171677,908377,2242761,20428903,33470685,896110,456,
1,70373,2253864,2060796,275,1394504,1221956,41,273509,956271,2235512,20485827,33479367,968396,418,
1,68541,2251463,2039910,148,1257788,1188221,64,393063,1674185,2827406,20331430,33590970,1453002,921,
1,74858,2908404,2954583,175,985702,1065895,69,271870,937564,2084437,20632432,33459580,926583,576,
1,74792,3848969,2052220,191,2456976,1055066,50,282794,1016120,2383837,20872480,35203055,1059855,457,
1,72215,3666886,1722245,154,919022,1014373,50,263267,939965,2202190,20172698,33475610,926909,399,
1,66496,4470585,1875231,170,1100104,1188201,43,221619,819743,2245936,21008829,33869462,771188,1071,
1,72085,2861849,1324409,186,942769,1052720,54,233101,622366,1908296,20913901,33488242,893313,481,
1,79857,2465548,2448120,200,1596977,1204922,75,303751,978485,2372203,20138948,33486767,989544,496,
1,77584,2647328,1691766,179,1388919,1231722,53,340830,1203518,1970498,20551877,33482804,1274191,607,
1,72544,2944274,2017206,371,1358628,1027083,32,271399,922929,2465149,20487298,33465260,889864,1040,
1,76353,4351231,1687317,192,1248825,1138454,41,219275,774335,1792765,20388222,33468504,936050,526,
1,71663,3576620,1388558,182,1555606,1300582,62,286791,1001336,2358515,20594232,33482591,967843,498,
1,101169,2611670,1915489,193,1202001,1120135,34,278652,990723,2329791,20474399,33499940,965927,496,
1,73202,4329530,2051787,339,956587,933170,55,251387,656918,1690508,20719885,33472016,644688,841,
1,67399,2870736,1576377,206,1370639,1104596,52,197992,636728,1549285,20616582,33454842,1183525,578,
1,79530,2530648,2577492,255,1536047,1051980,44,233576,745594,1955799,20635341,33479337,1125925,427,
1,71309,2761901,2448983,200,1484572,1030646,35,189924,630692,1570477,20833890,33527828,1311058,370,
1,71032,2914046,1633338,149,1509242,1115438,37,204775,689176,1661208,20277326,33482347,1181332,1071,
1,73284,4123638,1801384,235,1038052,1015481,33,191556,685379,1679118,20124530,33459705,965026,419,
1,57645,2429474,1740517,182,1277588,1828469,79,353879,1021734,1654587,21092375,33465012,1188499,455,
1,62227,3831582,1384439,168,1033584,1118426,50,259476,908318,2185042,20834736,33491751,949055,466,
1,59678,3613145,1319582,158,1345863,1011439,44,239948,886599,2175528,20349806,33486629,896058,1052,
1,83138,3010813,1517700,197,1218631,1083506,60,304951,1103883,2265517,20590956,33491427,1056403,494,
1,74569,3703379,1922401,320,1408011,1098212,35,235045,850984,2021595,20797766,33478633,829078,444,
1,80828,3322975,2291927,194,1404693,1096212,50,302848,1002185,2360377,20578686,33530043,987508,503,
1,74380,2717298,1804618,174,1211823,1099373,49,296609,1120930,2663308,21068763,33509247,1145059,1450,
