FPS:,30
ResolutionHeight:,480
ResolutionWidth:,640

ObjectTracked,WebcamRead,GaussianBlur,ColourConversion,SelectMode,InRangeMorphOpsDisplayDirection,TrackFilteredObject,PIDDist,Facendi,PutText,ShowImage,TimeWaitKey,Frame,MorphOps,DisplayDirection
0,58548,66,1457696,354,757464,651156,77,36472175,1533045,3199024,20743234,65682236,705778,331,
0,49744,75,2109469,291,1863294,868902,83,24295720,698528,1369180,20962059,53585816,1276650,512,
0,57832,61,2255970,195,2087415,846415,79,21693408,802730,2066390,22571606,53895586,1375619,1241,
0,59391,72,2201479,324,948194,1577193,193,21844631,1054016,2634619,20535327,51692420,728930,472,
0,70654,60,1793832,371,1325813,1771313,63,7080248,556939,1501313,21008341,35962830,755513,361,
0,51486,60,2330575,481,1778315,906503,83,20773435,646094,1730088,20272529,49893379,1307287,386,
0,53411,60,2401712,235,1651879,701053,84,21054378,981173,2398927,20896929,51057169,817762,1051,
0,57968,71,2397782,295,1828374,909627,93,21846868,603684,1429010,20967357,51491304,1340204,585,
0,56399,82,2297159,264,1606540,943121,93,22325340,1074800,2570230,20720239,52774684,1079417,518,
0,51468,67,1775509,496,1406125,865614,142,7939054,532446,1609462,20537255,35908335,1091928,425,
0,48391,53,1695168,273,1451833,1108789,171,24847597,795508,1733019,20749739,53833409,1250986,1233,
0,73204,60,1899088,345,1264833,760004,74,35577581,527552,1469508,21134109,63758092,961936,467,
0,58092,54,1862960,392,1680165,872610,212,22082322,724495,1915720,20642286,50850496,913469,510,
0,53029,46,3106045,368,1527606,844924,86,20378299,527253,1843713,23266465,52615886,972033,490,
0,56547,82,2105742,283,1591104,886161,90,23400156,803914,2084238,20563165,52338675,741320,1143,
0,54554,60,2069535,387,1410443,942045,98,22204986,1165086,2799646,22422389,54033175,866975,507,
0,50684,54,1651637,321,1401660,673483,79,6168126,628310,2130605,20096458,33831628,928453,474,
0,54900,45,1857206,528,946958,792531,175,36779470,527110,1545796,20420371,63728316,709315,714,
0,64804,93,1872015,252,1714346,943941,213,25240296,532420,1480745,21097590,54227022,1159265,909,
0,58469,68,2708341,242,1288571,777119,64,20414118,744362,2445334,20548551,50342275,1269317,449,
0,60448,75,1309464,332,1199985,708966,68,20886124,724401,2215302,20412608,48322167,714754,463,
0,50987,69,2124136,335,1113387,703635,75,35076417,1164157,2530139,21107008,64780855,797670,512,
0,54445,66,1860936,270,2134182,922419,101,36134759,574197,1396125,20868429,65264830,1231933,982,
0,43435,38,2182565,243,1097595,748573,90,31709566,531410,1423367,20150332,58630245,648086,504,
0,60936,60,1924359,284,1215660,1908675,166,35471013,1028877,2361524,20749761,65446399,616965,376,
0,55033,35,1788577,370,1120132,669293,72,37013564,550546,1399708,20371494,63886062,831534,551,
0,54482,53,1941568,197,1866680,860302,100,22389480,611086,2049078,20883332,52029111,1271166,1140,
0,51315,66,1496134,374,1240278,792623,177,24459396,547412,1581568,20632651,51922581,1030065,360,
0,51153,55,1721043,241,1239916,856130,77,30690585,773169,1893645,20025575,58206806,862153,497,
0,66877,76,3188828,408,2133081,1066085,106,21844009,887960,2297432,20673350,53715186,1448272,472,
0,68158,55,1604598,289,1284132,936077,83,27175421,749431,1895706,20866371,55495883,818350,999,
0,56299,50,2667867,353,1340231,2194157,167,20510068,1087678,2550639,20222263,51720737,983562,617,
0,57417,91,1752733,274,2005399,817586,179,23808033,727993,1927776,20531211,53007535,1276044,483,
0,52915,63,2001470,385,1480372,1112596,221,22619700,665644,1385974,20595929,51335858,1318274,564,
0,73152,68,3390476,468,1610902,689794,87,4417007,902677,2164654,20219134,35782584,2201187,940,
0,65097,82,3369047,464,1238716,1765539,61,36804706,928777,3051336,20270335,68433558,825118,490,
0,56596,81,2825418,389,1544990,1658061,249,6979698,910352,1943360,20957532,37809016,769225,367,
0,62226,55,2351158,372,1225988,810305,90,36403945,1122431,2336230,20639290,65691660,638075,455,
0,52851,60,1399078,469,975796,677280,69,5643148,749010,1842391,20359968,33485214,831441,1179,
0,56700,69,1670166,396,1307658,861434,77,35818080,1067567,2769007,20517988,65148033,981426,544,
0,57792,70,2138974,298,1226123,933394,94,23459392,1067958,2578610,20556472,52933872,804648,609,
0,59045,41,1991956,398,1461527,1283155,94,31718270,965942,2358242,20451330,61299676,902666,391,
0,52590,60,1854798,177,1156920,629255,74,21993769,866266,2177994,20713047,50433809,893733,1031,
0,46575,43,1957395,273,1464689,870946,81,23289045,1066365,2368540,20188827,52222850,871544,348,
0,57829,53,1967420,285,2562210,861562,63,35194783,1169110,2667019,20753360,66142271,806131,571,
0,48992,58,2425558,386,1901879,1013461,97,20250849,1212115,1946159,20273523,50487358,1286100,552,
0,58154,81,1763606,348,1379077,672542,83,6111631,697274,1824139,20933352,34623638,1097770,1085,
0,50379,55,1935908,453,1129226,793363,205,23244959,540099,1525328,20494935,50419983,607540,365,
0,55549,60,2084174,220,1763148,807976,103,23086356,1042478,2590835,20534928,53240455,1175583,504,
0,56490,63,2355732,421,1234498,1218693,51,35914915,1007806,2371294,20143466,65165205,747307,1139,
0,58070,87,2826159,193,1437371,820038,104,35499335,981466,2494968,20237581,65266538,800724,1391,
0,52512,81,3988586,442,1350438,859665,93,24727273,545845,1545557,20223307,54105151,712472,641,
0,70033,84,1813266,389,1557843,1038943,94,20456806,549713,1760082,20791387,49186636,1048092,533,
0,103766,60,1680957,202,1305536,678560,164,21770909,566383,1497029,20627789,49300088,977035,385,
0,46018,70,1838246,190,1713135,874649,106,21082754,983711,2375501,20607778,50711681,1091727,1112,
0,58030,75,1754836,181,1472630,735395,84,22075890,828354,2023046,20403035,50654381,1204306,409,
0,60788,69,2304354,326,1276330,925525,77,35483801,1004328,2460742,20751775,65197218,826135,391,
0,57071,60,1495161,368,1111961,815175,77,5552854,873860,2150332,20754289,33683554,771007,385,
0,65411,28,1412589,357,1166204,1032536,98,34818436,548019,1433823,20626994,62122986,907615,1170,
0,55843,54,2474829,347,1632431,1793046,57,7383769,576646,1623630,20291489,36754299,819020,516,
0,59167,69,1834816,293,1143198,943602,105,23285817,746015,1779900,20916710,51590934,793826,587,
0,54901,42,1392126,245,1119969,797712,68,36319548,1190100,3019686,21034071,65791125,762235,479,
0,60409,102,3235282,306,1977105,885002,92,21495576,533074,1405109,20962776,51784924,1140566,1229,
0,57074,82,2607831,451,2336510,1628760,195,32983222,1206475,1773031,20526057,64349582,1124143,376,
0,63279,49,1837393,197,1301977,745708,102,35420865,1164960,2491019,20437659,64328386,768924,423,
0,53669,52,3359910,400,1303628,1083447,117,22363121,550883,1402571,20920362,52056241,920054,418,
0,62836,72,2542592,430,2312031,882640,89,21581311,585558,2490415,20541613,52234279,1137873,924,
0,75917,80,1674314,252,1070659,763077,78,24215765,1048301,1763308,20637674,51943648,596146,357,
0,52765,55,3157041,336,1832242,917701,97,21145393,968930,2340458,20848854,52659239,1248372,475,
0,59056,93,1425645,325,846337,657231,68,33900153,1033382,2239704,20328491,61127478,532175,419,
0,56437,65,2179143,424,2010356,1017225,97,6015067,559557,1876963,20277095,35588621,1495986,1041,
0,58812,60,1795186,368,1159626,871065,196,34197738,1415480,2414843,20950555,63850114,880973,421,
0,59540,60,1955643,400,1392786,879693,100,22491287,1002878,2565917,20786768,51988996,729943,472,
0,60113,67,1977603,292,1443140,901078,106,22748768,956780,2351717,20859500,52387494,986832,352,
0,57856,70,2175263,206,1021729,820318,92,35774896,947982,2047051,20391553,64572383,1225711,1492,
0,56547,93,2006880,255,1578070,800435,77,21519958,734883,2198146,20165066,50258070,1091262,530,
0,71823,62,1730826,185,1154258,713010,77,35398444,550630,1554935,20392461,62368095,702448,359,
0,60502,85,3532219,429,1745541,813726,239,21223078,584163,2550298,20194333,51882915,1068193,438,
0,76975,55,2384920,604,1657354,1031962,87,21903887,773267,1934935,20281263,51060612,912945,1134,
0,67613,55,1947160,331,1903372,1036610,222,21039710,656036,1978672,21002767,51007899,1268345,405,
0,74384,60,1649733,267,1313837,800490,83,34283759,1125510,2707010,21127581,64129617,935372,483,
0,61709,65,3831116,368,1256049,802009,86,20698407,596569,1368113,20574512,49904743,604508,474,
0,58920,93,2339244,303,2273582,957518,98,6687857,784560,1718157,20828711,37424829,1674087,1173,
0,62004,53,1642717,327,1212265,812451,94,23682869,1172367,2565932,20609498,52577665,681032,404,
0,55952,60,2288548,309,2152327,1054885,88,22063558,959110,2475852,20931413,53463711,1379329,612,
0,60713,60,2389390,678,1720867,796217,70,36009438,1096111,2556535,20262868,66223899,1200627,550,
0,52381,54,1983576,268,1332178,977211,99,36113345,526666,1402604,20479125,63877143,915232,1073,
0,66356,80,2411032,309,1317404,961116,95,27193964,623570,1594153,20483331,55727529,978326,431,
0,60523,96,2144434,419,1593294,846410,98,7450597,588873,1512354,20616277,35992647,1068202,541,
0,55674,78,2698214,421,1596428,1076728,109,23295541,947757,2266174,20820040,53770420,907840,556,
0,71113,57,3022822,412,1109501,878724,102,35150020,981006,2415329,20959807,65369826,680969,1115,
0,54192,87,1756628,355,1460249,873007,90,5919231,554227,1700909,20861712,34530561,1255517,869,
0,54641,75,2155653,381,1718287,949490,81,22079024,578128,2345102,20930975,51983544,1081343,621,
0,60306,63,1601445,408,1620680,1582589,67,21028158,551501,1434261,20412053,49329793,934239,594,
0,56434,57,2063425,378,1494879,1007379,188,35701651,1086899,2334495,20961213,65818155,1012538,1146,
0,53023,66,2042824,206,1446337,870923,106,28723426,526802,1976867,20443755,57002384,824681,506,
0,58516,50,2063079,298,1366702,933258,107,24210782,1014514,2363586,20850282,53848385,889099,463,
0,66397,88,3624940,425,1952542,1028836,221,20440667,534778,1542545,20609537,51161467,1268468,536,
0,57253,60,2456231,284,1778026,840603,90,22389642,1092349,2474053,20455614,52851011,1203031,1108,
0,59007,66,2441239,434,1503490,1026843,102,21856136,999387,2403444,20126925,51376612,861572,529,
0,55696,49,1905591,92,1388393,722848,88,36535024,1052637,2605008,20449917,65506386,689547,425,
0,60289,66,1668275,207,1007906,661443,70,36021624,899063,2193287,21136795,64315229,571963,400,
0,60364,80,2643579,426,1727469,921129,85,22337030,1153896,2472314,20846636,53360989,1094371,1254,
0,52707,50,2500502,336,2133908,1134086,109,21385764,801742,1620720,20432289,51552434,1393981,489,
0,58632,94,1373362,314,1200024,982772,94,24039870,529278,1804425,20676845,51587340,825766,458,
0,68976,50,1924582,206,1829385,963760,95,23362536,527929,1446131,20196752,51704267,1291209,387,
0,56346,85,2076063,358,1241125,731496,80,20981538,973802,2424196,20228725,49683199,866890,964,
0,53572,51,2209520,402,2115627,1100998,114,22572136,547733,1394481,20643781,52120717,1389968,437,
0,61209,79,2096734,286,1230876,943366,90,36464982,1061390,2618384,20700965,66055401,768822,561,
0,54479,90,2152488,308,1361154,889779,103,7376888,548537,1377348,20719843,35483929,909869,446,
0,54003,57,2499822,301,2079068,1026702,115,23214601,893218,2218967,20132811,53053153,825550,1219,
0,78332,75,4305276,254,1153841,806683,240,27871879,626473,1418898,20349783,57435533,724320,460,
0,54695,60,2493271,410,1202677,1009591,107,35644141,975407,1802416,20987366,65073827,804368,596,
0,71103,55,2162452,185,1118923,1624472,95,29378545,552460,1403132,20665907,58094629,1028416,395,
0,56756,66,1316609,334,1610371,688925,79,5591882,655274,1687785,20566469,33460660,1049485,1285,
0,73680,81,2297055,266,1168340,892273,109,37432146,558212,1455296,20991264,65875083,909034,461,
0,57922,88,2304218,250,1304726,845498,103,25356585,947022,2367180,20864963,54981232,828177,373,
0,57690,68,2576649,435,1707568,1055321,107,35285317,1044485,2237940,20931785,66048688,1042846,581,
0,55853,60,2125120,192,1422749,1553041,81,35452397,528829,1398008,21110338,64551551,814838,935,
0,67807,57,2117132,203,1790715,817371,98,22049842,599525,1462837,20221256,50316292,1099709,465,
0,55907,60,1884332,187,1907427,796920,85,20387217,948239,2406590,20480648,51285136,2307965,553,
0,59806,50,3209278,389,2213011,1081525,286,21443532,557353,1437108,20641857,51985780,1240124,537,
0,62376,66,3412992,162,1515793,797871,94,20332183,713487,1877337,21029172,50856122,1016717,921,
0,53122,66,2106492,291,1580880,948008,106,22517340,842946,2010711,20200463,51282059,920100,474,
0,56343,70,2129075,386,1661526,840271,90,24246504,620692,1504051,21079701,53058224,828939,352,
0,53370,49,1940847,264,1175110,945185,90,24123390,1067841,2592453,20335084,53112568,780972,373,
0,63363,78,3327149,379,1971324,828115,88,21669809,747390,2289527,20701521,52930700,1235972,1103,
0,62295,90,1820721,196,665790,713921,72,22546498,814559,2025390,20164007,49471611,565591,424,
0,54264,44,1988274,197,1113347,755504,87,22804768,905093,2355091,20265607,51030133,688900,462,
0,54945,66,1889760,382,1433831,929132,102,35094091,529478,1392377,20870825,64287458,1994936,515,
0,53482,58,3551149,230,2230482,790101,81,21182291,554199,1376583,18044826,49051271,1176687,993,
