FPS:,90
ResolutionHeight:,480
ResolutionWidth:,640

ObjectFound,WebcamRead,GaussianBlur,ColourConversion,SelectMode,InRangeMorphOpsDisplayDirection,TrackFilteredObject,PIDDist,Facendi,PutText,ShowImage,TimeWaitKey,Frame,MorphOps,DisplayDirection
1,154114,17891269,4913778,468,7593714,6520489,416,1191765,4261126,5308360,156,79591285,31270579,573,
1,170676,16410078,5067736,1666,8612094,6100960,260,1207651,3687118,4231907,156,76751975,30980476,938,
1,133698,18133559,3499306,260,7546578,6902623,313,1251765,4293104,5515911,313,78967485,31306360,3907,
1,186614,16636795,3944772,677,8557198,5968305,260,1147599,3936491,4248469,208,76026458,31084747,677,
1,189478,24714360,3115142,261,7521057,8032930,260,1398483,4028626,4232011,156,84980478,31352766,1615,
1,131822,14949824,4393781,3073,7823296,5787003,156,1152755,3924512,4040085,365,73598918,31080320,469,
1,165363,18132778,3629671,313,7526318,6606166,2083,1298119,4208886,5462213,156,78711913,31324069,2761,
1,212135,15414405,11593798,1198,7659494,5991430,157,1066037,3830502,4230866,157,81040079,30784644,625,
0,159270,17857988,4878206,729,7571318,5485442,260,1397962,4232740,5268308,208,78624674,31318600,521,
1,239842,25054047,4887164,468,7567204,6092314,208,1273327,3838940,3918002,157,83955742,30767300,730,
1,229218,25209202,4673571,261,7586526,9421778,521,1295358,3934877,3737482,104,87933484,31462192,5625,
1,119062,23379992,5613202,261,7382777,6102991,156,1223328,3755034,4103626,104,82661113,30763550,729,
1,136197,18650848,4026751,573,7670328,6818457,625,1486399,4192427,5210704,156,80097792,31308496,573,
1,233697,15252896,5144038,521,8759228,5818826,156,1203796,3780190,4077532,157,75477450,30944799,729,
1,125885,17937413,4663728,365,7554131,6823977,469,1275983,4239563,5322319,417,79848783,31383755,4531,
1,195728,23696345,4338989,469,7738140,5941378,260,1147130,3798158,4087481,156,82068720,30822820,573,
1,168437,17846112,3664774,261,7476162,6718197,157,1249942,4391802,5125861,156,78267437,31195787,937,
1,224217,16761169,5215236,1250,9132717,5730337,313,1095151,3755451,4145553,104,77250618,30916986,677,
1,143124,18346995,4910549,468,7529912,6755801,625,1338900,4276386,5235912,156,80298937,31294381,2188,
1,189791,16333879,5009612,625,8894071,5823045,156,1102026,3802013,4129824,104,76710777,30955320,677,
1,139895,18109913,4989715,417,7555172,6576010,365,1512024,4277219,5214350,156,80160657,31307193,729,
1,191614,21795259,5159299,417,7564703,6168824,209,1155984,3843940,4209824,156,81138881,30808706,521,
1,127655,26486540,12265566,625,7912931,6066794,260,1213432,3828940,4070866,156,93293614,31032871,2083,
1,136874,23118170,5043673,313,7530589,8575011,156,1390514,3928940,4074252,157,85514694,31410891,1198,
1,105989,22381403,4755863,364,7515380,6121533,260,1243796,3760191,4499458,104,81385078,30711467,625,
1,184738,26064875,4792269,261,7627359,8593397,157,1357077,3816180,3763523,156,88049473,31514171,1406,
1,124531,26984298,4778258,261,7351267,6085700,208,1148745,3696545,3939825,156,85073133,30751102,2032,
1,120416,23902697,4778571,260,7606838,9577975,417,1293431,3779305,3849044,157,86569741,31323235,1666,
1,125937,23214003,4927581,312,7362204,6132731,260,1221765,3692951,4064981,104,81706587,30725477,625,
1,112708,25862272,4738779,312,7643662,8868655,364,1289942,3754201,3796857,156,87934525,31536776,1719,
1,151718,27682836,4762373,313,7395277,6049762,260,1154005,3740763,4163574,104,86037191,30727665,1719,
1,126146,22590204,4748207,312,7515849,8224388,260,1344941,3892429,4607635,104,84696833,31325631,833,
1,152812,25753679,4835185,313,7394912,6104814,209,1179317,3759096,3955293,104,84140064,30743915,730,
1,198385,22641297,4777112,313,7499183,8366314,416,1384368,3894148,4427427,157,84870061,31356360,1979,
1,107292,17467104,3604618,468,7770067,5916586,261,1261348,3821909,4148105,156,75383023,30987195,1771,
1,187812,16940440,5002372,521,8085691,7178507,104,1333744,4294251,5062892,157,79676545,31232871,4062,
1,147134,24059520,8541938,782,7473974,6247574,157,1215828,3821649,4208729,104,86760573,30769852,989,
1,181926,20503912,4799248,260,7432100,7778296,1563,1617545,4055658,5207891,105,83238715,31227350,729,
1,198176,21048648,5755754,416,7551161,6026169,260,1152442,3723628,4092688,157,80585654,30745998,1614,
1,198489,22008123,4859872,260,7447100,8165742,416,1298014,3791232,4982997,157,84424542,31320578,1406,
1,109843,20076310,4923518,1719,7596214,6210230,208,1205619,3643367,4022949,156,78888475,30831936,625,
1,164687,18196891,4827894,416,7474547,7005591,469,1539784,4005398,5014143,156,79756544,31159121,625,
1,145208,20830265,5083778,312,7654078,6201533,208,1196765,3592951,4195031,157,79970866,30829070,1719,
1,147656,18075591,5003570,416,7482359,7190695,677,1364473,4000189,5196902,157,80188052,31252558,782,
1,155884,21585209,5015966,313,7704130,6173668,209,1162963,3653212,4092428,156,80568988,30777456,573,
1,141354,18110955,4886278,364,7581995,6845644,157,1448066,4011387,5043830,156,79866231,31276933,885,
1,176197,16582212,4955341,469,8051680,7439548,260,1211140,3705139,3764200,261,77525982,31373703,3906,
1,122343,19573135,5147215,416,7473297,6035127,208,1198536,3762899,4151230,156,78514831,30762352,573,
1,212187,22616401,5758567,260,7576942,9111466,469,1368483,3812117,3753315,104,85925420,31380578,1562,
1,119739,19716936,5078152,261,7535276,6111012,208,1229213,3719826,4254250,156,78825559,30763602,677,
1,248436,25172848,8652250,365,7960639,7179496,312,1192442,3710555,3808888,156,89427226,31271777,2135,
1,124947,18456630,5031798,364,7547307,6105335,208,1197651,3649358,4148418,105,77375514,30843966,521,
1,182186,22843484,4950184,260,7461578,8316939,209,1311764,3840450,4098366,156,84693551,31352037,1458,
1,118905,23119212,5768775,886,7405954,6057211,208,1211869,3762274,4395291,156,82878769,30757248,573,
1,338801,22002238,4782112,312,7508349,8273190,261,1354889,3813315,4465343,156,84127408,31256777,3229,
1,119271,19075794,7673609,625,7585484,6150804,208,1255567,3706545,4267271,156,80915548,30739175,573,
1,195833,21923488,4740134,261,7524547,8319387,208,1371869,3897742,4062533,156,83780378,31444536,1667,
1,120625,22983952,9561256,313,7392204,6166169,261,1256088,3687951,4209876,157,86394741,30766102,625,
1,214009,21625313,4723780,260,7431891,8587459,521,1347754,3929095,4694301,521,84342303,31333495,4063,
1,203333,22798849,4812269,573,7549704,6109606,886,1273952,3713523,4123418,157,81597681,30741311,781,
1,207082,18496526,4815290,261,7366162,6628093,364,1387024,4183990,5018725,104,79791544,31252193,781,
1,200937,21546772,8555220,416,7558089,6077315,313,1245723,3692794,4158313,156,84088190,30765373,573,
1,264687,20673859,4877894,260,7416579,7938348,521,1562909,3868783,5234507,156,83507828,31278131,2188,
1,182603,21365106,9079279,261,7426058,6228460,156,1209213,3665191,4339459,104,84483605,30710425,677,
1,191822,18537671,5097215,625,7449287,7163091,730,1464211,3918627,5146642,156,80746070,31296985,677,
1,193072,16206068,5137058,729,7951837,5944711,157,1143120,3702795,4278105,104,75774740,30907351,625,
1,234843,17327000,3408838,469,7543974,6713301,781,1505149,4251595,4815237,156,77790304,31363548,2344,
1,135103,15356541,5040184,469,8939488,6064242,156,1060620,3759252,4318000,156,76084218,31086986,520,
0,238281,17923507,5728670,312,7627932,6018564,677,1431504,4109251,5310496,208,80377114,31519119,781,
1,200311,16987002,3754566,938,7958920,6013096,312,1268118,3870190,4259615,105,75887761,31211152,677,
1,227186,17938872,4939508,313,7481891,6713301,156,1398952,4183417,5213100,156,79829460,31275319,1719,
1,182655,16548254,3590243,469,8041836,5973513,937,1262286,3725034,4215240,312,74907036,31013132,521,
1,199895,17437781,4897841,469,7640693,7376006,157,1203223,3679878,3958002,156,77901709,31264121,2916,
1,101406,16113620,4924507,521,7622880,7006581,209,1316088,4227376,5137632,156,78191499,31325110,833,
1,227186,16351900,5073517,313,8861676,5764659,157,1047443,4033210,4262948,209,76910516,30965789,1510,
1,232759,17505489,4900341,365,7607307,6796061,312,1393274,4460031,5304662,157,80050918,31358182,573,
1,178593,16640181,5073622,573,8588656,5855962,261,1071453,3959200,4406698,625,77180983,31053809,729,
1,188906,18128767,3931231,416,7549547,6797415,261,1224004,4260344,4946279,156,78607956,31242766,625,
1,236770,27595596,7941524,261,7389391,6089345,260,1182390,4150761,4203417,157,90160348,31060997,2344,
1,207082,23306763,3199359,261,7516891,7948972,313,1354524,4189147,4147740,104,83586005,31400891,833,
1,134895,23278742,4866071,312,7525536,6102210,261,1213431,3991231,4100762,156,82238876,30782404,677,
1,108854,23315304,4867320,417,7507204,7490485,417,1565409,4273469,5661535,104,86554480,31296673,573,
1,174843,22980983,9574277,312,7368662,6023305,313,1212494,3748940,4085866,157,86239065,30828602,1718,
1,109427,21108544,5064246,417,7552359,6593979,260,1449837,4287219,5163881,105,83066684,31356047,938,
1,157812,24270821,4526540,468,7576057,5940805,261,1170046,3844669,4137845,156,82699707,30792925,677,
1,160364,18049445,4936903,469,7497776,6654343,209,1260046,4405552,5817889,261,80628519,31316100,782,
1,192759,22481350,4002064,1094,7735640,5944347,260,1174161,3886388,3968626,157,80443519,30770842,1979,
1,147187,18563713,3708315,417,7476005,6582521,417,1256296,4347635,5413724,156,79169515,31283548,729,
1,123749,21932083,3531649,1406,7907150,5902524,156,1159890,3852065,4190969,156,79903314,31014226,781,
1,179531,22345934,3711857,261,7404756,8138242,156,1468795,3929981,5301589,156,84162408,31329953,3125,
1,113489,14698523,5249871,834,8209179,6134919,156,1220880,3756597,4303052,156,74984587,31006049,2031,
1,118958,20195215,4303677,312,7339704,6841009,521,1458066,4124251,5044559,365,81092579,31228965,573,
1,220623,16937158,3488316,364,8115326,5955440,208,1227494,3722326,4232428,156,75142920,30967352,573,
1,121458,17575384,3333422,313,7556943,6570177,104,1420722,4111179,5413099,104,77853480,31384016,625,
1,108593,15166438,3240505,573,8605167,7237153,313,1121714,3702221,4042116,156,75410992,31889899,3489,
1,106145,16348880,4929924,365,8013816,6707885,417,1220411,3973106,5288933,156,78363686,31316776,2500,
1,161406,16401744,5139142,469,8252096,5732108,208,999422,3662482,4136282,157,76001823,31217194,625,
1,139687,17812050,4033054,261,7661578,6715072,261,1308275,4119459,5003674,260,78403582,31208808,2604,
1,137030,15947736,5193100,1615,8189440,5870076,157,1139057,3799461,3988522,157,75590053,31048289,2239,
1,116250,17142261,4938674,573,8094336,6178825,521,1276244,4056543,5994242,156,79603263,31362245,521,
1,162968,15339301,6830280,469,8103346,5944555,208,1264265,3773628,4235708,156,76920984,30998914,885,
1,143958,17452625,3681857,625,7672671,6633093,312,1196817,4143678,5179298,156,78122489,31621567,937,
1,254998,15743102,6055856,1250,8701208,5855753,313,1139161,3729982,4143678,156,76784475,30877248,1511,
1,102187,17184553,4983674,677,7895222,6753613,416,1261192,4011491,5631535,156,79527326,31245319,937,
1,203019,16226537,5050861,833,8503970,5889451,260,1116661,3699357,4209303,156,76135989,30942664,729,
1,141458,17198147,4989038,365,7632724,6659134,416,1294317,4039668,5359662,156,79021235,31334016,990,
1,117135,16316224,10607241,469,7790223,6045439,209,1232337,3744878,3957064,156,80994610,30927508,1927,
1,164947,18082777,4978935,625,7550068,6610697,105,1373691,4109720,5221642,156,79787429,31243704,677,
1,174427,19623343,5016278,782,7748817,6120335,313,1208952,3721285,4265240,156,79058943,30912143,990,
1,136457,17211323,5076486,417,7591734,6931321,365,1394733,4142532,5205808,104,79516389,31333078,833,
1,184531,27052318,4855445,1666,7531422,5968096,208,1190203,3844930,4071387,157,85646672,30710113,1667,
1,126926,20408756,3810867,2396,7513661,6965748,312,1599419,4243261,5163673,105,81565129,31226777,625,
1,212708,21397450,3813576,469,7647723,5891482,261,1174213,3861805,4122220,156,79172380,30778133,625,
1,132083,17696478,3424202,312,7514444,6625229,261,1291869,4118678,5759816,156,78141656,31188340,2500,
0,183436,15717997,5847211,678,8186210,4913049,208,1060672,3711076,4174146,312,75037348,30959018,2448,
1,128905,16057006,4778623,416,7533401,6222523,260,1280255,4103054,6275803,156,78419102,31555526,677,
1,201301,15560602,6776894,2188,8056680,5991795,208,1228640,3772586,4239406,156,77204317,31107767,1979,
1,144895,17369604,4940185,468,7541839,6581010,261,1323170,4238156,5101434,156,78974776,31318912,573,
1,233853,15940392,8217825,781,7893348,6275959,260,1264161,3901961,4073210,156,78935923,30877612,1771,
1,142083,25565242,4695811,313,7651422,9374643,313,1314004,3803524,3846127,156,88076035,31342245,1250,
1,128072,26335967,5056695,260,7424547,6030492,208,1156401,3865554,4114564,104,85063289,30727926,572,
1,155468,21741197,4850810,313,7431422,8483293,521,1303640,3983835,4900862,156,84548813,31284537,1771,
1,148280,23413273,5686587,469,7410120,6149501,208,1162026,3729201,4231698,157,82895799,30722665,1770,
1,128280,25267847,4711176,260,7642099,9341934,469,1239161,3753003,3873732,105,87687391,31409484,1563,
1,140625,25979199,4747269,261,7431943,6087210,313,1209369,3700607,4014616,156,84242565,30719853,781,
1,125260,21606042,4915445,261,7462777,8502823,312,1405878,3775138,6001898,157,85428235,31259277,2657,
1,122551,23580043,9322872,365,7360693,7477829,208,1258640,3788263,5175132,157,89135926,30742248,3593,
1,215416,21843437,3226391,312,7541787,8793343,416,1322129,3948418,3758732,157,82430854,31425630,1094,
1,128385,15152219,3777170,573,7697776,5830597,156,1156921,3734878,4059408,156,72884025,31066830,625,
1,112916,20205736,3560035,417,7686474,7406162,364,1313900,3798524,3726440,312,88899052,40778502,1354,
1,118593,14941387,5154558,2031,8621156,5894087,208,1084735,3734774,4292844,156,75068597,30924799,2499,
1,122187,17675852,4091022,364,7606890,6385230,417,1209005,4128626,5453619,156,78406603,31268912,729,
1,173801,15525551,5130288,313,8645531,5960180,260,1201921,3732222,4154824,105,75783855,30978862,677,
1,141875,17582989,4958518,520,7557516,7150330,521,1310619,4065085,5183361,156,81733983,33303486,782,
1,169947,16574400,5159610,469,8286471,6092887,261,1205411,3742222,4164511,104,76681246,30993445,1875,
1,119999,18063038,4957320,365,7559964,6738092,157,1336192,4274510,5365652,156,80208573,31319902,729,
1,190676,22336247,5024559,625,7584755,5944555,261,1159421,3812482,4103366,104,81242630,30822248,677,
1,144374,17911737,3378213,260,7487204,6409188,312,1240202,4183678,5567733,157,78184468,31442141,729,
1,149843,15928309,6557885,625,8207982,6094137,261,1215203,3680867,4145761,156,77232910,30993133,1875,
1,133332,21473751,4414354,260,7432308,8038972,521,1375514,3862742,5425547,156,84099284,31512348,2136,
1,244843,15507790,5117423,521,8349596,5907784,520,1091505,3727742,4196438,104,75465627,30972612,677,
1,186093,18062465,4062741,781,7582619,6619656,260,1504577,4231073,5045757,156,79052381,31276672,729,
0,180572,16555494,4898153,469,8511782,4892320,156,1090828,3736544,4379979,157,75426252,30888549,1927,
1,100937,16265912,5047268,521,8039181,6116481,261,1189890,3918627,6017315,156,78486186,31417245,521,
1,251874,23419836,3702690,833,8038190,5862003,260,1193432,3800190,4002012,156,81658566,31075164,677,
1,150468,18153923,3398005,312,7649234,6528146,105,1178224,4073939,5376849,156,78292906,31367662,625,
